Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Arranged By_discogs,Piano_discogs,Saxophone [Solo]_discogs,Soloist_discogs,Vocals_discogs,Featuring_discogs,Choir_discogs,Lyrics By_discogs,Written-By_discogs,Backing Vocals_discogs,Adapted By_discogs,Saxophone_discogs,Tamburitza [Bisernica_discogs,Brač]_discogs,Vocals [Second]_discogs,Alto Saxophone_discogs,Vocals [Female]_discogs,Guitar_discogs,Tamburitza [Prim]_discogs,Saxophone [Alto]_discogs,Tamburitza_discogs,Performer_discogs,Strings [Šargija]_discogs,Violin_discogs,Tambura_discogs,Featuring [Duet]_discogs,Arranged By [Uncredited]_discogs,Vocals [Duet] _discogs,Vocals [Duet]_discogs,Album_year_title_discogs,All_albums_discogs
Željko Bebek,Željko Bebek,Prvak Svijeta,4:11,Ono Nešto Naše,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ono Nešto Naše,nan-Ono Nešto Naše/2019.0-Live/2020.0-Bebek U Spaladiumu/2021.0-Bebek U Spaladiumu
Željko Bebek,Željko Bebek,Jednom Daje Nam Bog,3:38,Dueti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dueti,nan-Dueti
Željko Bebek,Željko Bebek,Čini Mi Se Brate,4:25,Dueti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dueti,nan-Dueti
Željko Bebek,Željko Bebek,"Jovano, Jovanke",3:50,Dueti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Dueti,nan-Dueti
Željko Bebek,Željko Bebek,Na Zadnjem Sjedištu Mog Auta,3:55,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live
Željko Bebek,Željko Bebek,Zaboravi Ako Možeš,6:26,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live
Željko Bebek,Željko Bebek,Ljubav K’o Iz Pjesme,4:09,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live/2020.0-Bebek U Spaladiumu/2021.0-Bebek U Spaladiumu
Željko Bebek,Željko Bebek,Blues Za Tebe,5:08,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live
Željko Bebek,Željko Bebek,Il’ Me Ženi Il’ Tamburu Kupi,3:32,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live
Željko Bebek,Željko Bebek,"Ha, Ha, Ha (Svi Marš Na Ples)",3:31,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live
Željko Bebek,Željko Bebek,Sve Ove Godine,4:30,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live/2020.0-Bebek U Spaladiumu/2021.0-Bebek U Spaladiumu
Željko Bebek,Željko Bebek,Da Sam Pekar,3:35,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live
Željko Bebek,Željko Bebek,Pristao Sam Bit Ću Sve Što Hoće,4:17,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2019.0-Live
Željko Bebek,Željko Bebek,Intro,,Live,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0-Live,2019.0-Live/2020.0-Bebek U Spaladiumu/2021.0-Bebek U Spaladiumu
Željko Bebek,Željko Bebek,Dunavom,3:55,Bebek U Spaladiumu,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Bebek U Spaladiumu,2020.0-Bebek U Spaladiumu/2021.0-Bebek U Spaladiumu/2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Sto Sam Dana Pio,3:51,Bebek U Spaladiumu,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0-Bebek U Spaladiumu,2020.0-Bebek U Spaladiumu/2021.0-Bebek U Spaladiumu
Željko Bebek,Željko Bebek,Bonus:,,Bebek U Spaladiumu,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Bebek U Spaladiumu,2021.0-Bebek U Spaladiumu
Željko Bebek,Željko Bebek,Sto Sam Dana,,Bebek U Spaladiumu,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Bebek U Spaladiumu,2021.0-Bebek U Spaladiumu
Željko Bebek,Željko Bebek,Kupit Ću Nam Sat,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Kćeri Moja,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Učini Me Sretnim,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,80 Dana,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Kakav Otac Takav Sin,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Mali Oblak Ljubavi,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Kad Mi Suze Pomute Vid,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Meni Najljepša,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Ostani,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,100 Sam Dana Pio,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
Željko Bebek,Željko Bebek,Sve Si Moje,,Mali Oblak Ljubavi,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0-Mali Oblak Ljubavi,2021.0-Mali Oblak Ljubavi
