Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Skladba_diskografija,Stihovi_diskografija,Album_3_diskografija,Aranžman_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
68,+RXzsM0Y_1_68,Mate Bulić,Mate Bulić,Svatovska,24699,"Spremaj, majko, oce, svate 
primak'o se dan
e moj kume, stari svate 
mlada kao san

Sto da radim, mila majko 
sto da radim ja
zanijela me ocima cura malena
Samo sam je malo, majko pogledao ja
a ona se nasmijala, gotov sam ti ja
 
Ref.
Hocu da se zenim, rode 
vec je dosao dan
neka cura mladicima 
odoh kvragu ja

Spremaj, majko, oce, svate 
primak'o se dan
e moj kume, stari svate 
mlada kao san

Godinama momak bio, momkovao ja
a sada me ova mala sasvim smotala
zovite mi svecenika, necu umrijet' ja
hocu samo da se zenim, i mala je za

Ref.","https://tekstovi.net/2,729,11537.html",,,,,,,https://lyricstranslate.com/de/maja-%C5%A1uput-lyrics.html,['Mate Bulić'],https://diskografija.com/pjesma/svatovska-7535.htm,Svatovska,,,['Goran Šimunović'],['Goran Šimunović'],,,,,,
69,+RXzsM0Y_1_69,Mate Bulić,Mate Bulić,Svatovska (Mojoj kceri),21456,"Zasvirale orgulje sa hora
lijepo poput andjeoskog zbora
toj ljubavi i nebo se veseli
pa tu radost skupa s nama dijeli

Ref.
Ej, svatovi podignimo case
nazdravimo za mladence nase
rujno vino ispijmo do dna
 
Zazelimo najljepse im zelje
zapjevajmo nek pocme veselje
nek im svatko blagoslov svoj da

Rasulo se po oltaru cvijece
zadivljen sam od ljepote stao
u trenutku neizmjerne srece
moje zlato u nov' zivot krece

Ref.

Kceri moja od danas si zena
uz svog muza ti ces gnijezdo sviti
sretna bila s njim za sva vremena
u mom srcu ti ces uvijek biti

Rasla si mi ko trska iz vode
i iz pupoljka lijepe cvijetak cvao
znadem da na dobro ti od mene ode
rastanak je pa mi ipak zao

Sve dok zivis bit ces moje dijete
moja maza, moj dragulj bez cijene
sretno kceri, sretno dragi zete
vasa ljubav nikad ne nevene
Zivjeli

Ref.","https://tekstovi.net/2,729,33053.html",,,,,,,https://lyricstranslate.com/de/maja-%C5%A1uput-lyrics.html,['Mate Bulić'],https://diskografija.com/pjesma/svatovska-7535.htm,Svatovska,,,['Goran Šimunović'],['Goran Šimunović'],,,,,,
70,+RXzsM0Y_1_70,Mate Bulić,Mate Bulić,"Tiho, tiho tece Neretva",64358,"Mostar grade podno Veleza
meka srca, tvrda kamena
tu je mene majka rodila
tu je moja mladost ostala

Volim tebe grade rodjeni
ne dam tvrdi kamen Hrvatski
jorgovani tu su cvali, tu smo tajno ljubovali
jedno drugom njezno saptali
 
Ref.
Tiho, tiho tece Neretva
nema vise duso mostova
ostali smo samo ti i ja
moja iskra, moja krijesnica

Tiho, tiho tece Neretva
nema vise duso mostova
kraj Neretve samo ti i ja
miris rose, vedro nebo
zvijezda Danica, zvijezda Danica

Ref.","https://tekstovi.net/2,729,20485.html",,Tiho tiho teče Neretva,,,"Mostar grade podno Veleža,
Meka srca, tvrda kamena
Tu je mene majka rodila,
Tu je moja mladost ostala. Volim tebe grade rođeni,
Nedam tvrdi kamen Hrvatski.
Jorgovani tu su cvali, tu smo tajno ljubovali
Jedno drugom nježno šaptali. Tiho tiho teče Neretva,
Nema više dušo mostova
Ostali smo samo ti i ja
Moja iskra moja krijesnica. Tiho tiho teče Neretva,
Nema više dušo mostova
Kraj Neretve samo ti ja
Miris rose, vedro nebo, zvijezda Danica
Zvijezda Danica",,https://lyricstranslate.com/en/mate-buli%C4%87-tiho-tiho-te%C4%8De-neretva-lyrics.html,,,,,,,,,,,"Mostar grade podno Veleža,
Meka srca, tvrda kamena
Tu je mene majka rodila,
Tu je moja mladost ostala

Volim tebe grade rođeni,
Nedam tvrdi kamen Hrvatski.
Jorgovani tu su cvali, tu smo tajno ljubovali
Jedno drugom nježno šaptali

Tiho tiho teče Neretva,
Nema više dušo mostova
Ostali smo samo ti i ja
Moja iskra moja krijesnica

Tiho tiho teče Neretva,
Nema više dušo mostova
Kraj Neretve samo ti ja
Miris rose, vedro nebo, zvijezda Danica
Zvijezda Danica","Tiho, tiho teče Neretva",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-bulic/tiho-tiho-tece-neretva.html
71,+RXzsM0Y_1_71,Mate Bulić,Mate Bulić,Trusa,18681,"Hercegovci, gange zapivajte
zapivajte, trusu zaigrajte
svud se cuju pisme od momaka
od momaka i od divojaka

Pivam i ja, sto drugo da radim
bacve punim, a vinom se sladim
cuvaj, rode, pisme od starina
drz' se gange i bukare vina
 
Jesen dosla, zenidbe i sila
svaka cura udat' bi se tila
vrime proslo, gange ispivane
pitaj cace, mala, 'oces poci za me

Sto je moja naumila mala
u mene se mlada zagledala
reci, mala, os li moja biti
na vincanje ja cu te voditi

Hercegovci, gange zapivajte
zapivajte, trusu zaigrajte
cuvaj, rode, pisme od starina
drz' se gange i bukare vina","https://tekstovi.net/2,729,26466.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/trusa-6999.htm,Trusa,1997 - Dodijalo pajdo,2001 - Sve najbolje,['Goran Šimunović'],['Fra Vladimir Ereš'],2004 - Megamix,['Nikša Bratoš'],,,,
72,+RXzsM0Y_1_72,Mate Bulić,Mate Bulić,Vijavica,18063,"Pun je mjesec hladna noc
a ja kuci moram poc'
studen stegla svaku moju venu 
tu na cesti vidjeh lijepu zenu

Ne vidim na nebu svijece 
svud po zemlji bijelo cvijece
studen bije vjetar lomi sve 
dodji blize, budi kraj mene
 
Ref. 
Zamela nas vijavica bijela
nigdje puta vec je zima ljuta
pred nama je noc hladna i cijela
ti se skloni ispod mog kaputa

Ispruzila hladne ruke 
da ih zgrijem od te muke 
skidam kaput usred noci te 
da ne zebe, Boze hladno je

Ref. 2x","https://tekstovi.net/2,729,9996.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/vijavica-6984.htm,Vijavica,2003 - Gori borovina,2004 - Megamix,['Marko Perković Thompson'],"['Faruk Buljubašić Fayo', 'M. Sučić']",,['Branimir Mihaljević'],,,,
73,+RXzsM0Y_1_73,Mate Bulić,Mate Bulić,Vino i rakija,9961,"Tebe sam volio
za tebe zivio
a ti me varala
drugoga ljubila

Od mene odlazi
nemoj me traziti
nek ti je sa srecom
mene zaboravi
 
Ref.
Samo vino i rakija
dva su moja prijatelja
meni vise ne treba
tvoja dusa prokleta

Samo vino i rakija
dva su moja prijatelja
nocas hladna postelja
vreli miris jastuka

Tebe sam volio
za tebe zivio
a ti me varala
drugoga ljubila

Jesam te volio
a mene nisi ti
al' kad se napijem 
ja sve zaboravim

Ref.

Nocas hladna postelja
vreli miris jastuka","https://tekstovi.net/2,729,26493.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/vino-i-rakija-12952.htm,Vino i rakija,1997 - Dodijalo pajdo,2001 - Sve najbolje,['Ivan Mikulić'],['R. Bilinovac'],,['Nikša Bratoš'],,,,
74,+RXzsM0Y_1_74,Mate Bulić,Mate Bulić,Vjecni sokol,2880,"Pomislio stari sokol
da ce umrijeti
pa pozeli Liku svoju
jos jednom preletjeti

Ref. 2x
Ne, ne, moj sokole
neces umrijeti
ti i Vila Velebita
vjecno cete zivjeti
 
Tebe przi sunce s neba
grom siloviti
tvoja krila od celika
nece moci slomiti

Ref. 2x

Ti ces vjecno, moj sokole
nebom letjeti
a Lika ce mirno spavat
dok je budes cuv'o ti

Ref. 2x","https://tekstovi.net/2,729,54490.html",,,,,,,,,,,,,,,,,,,,
75,+RXzsM0Y_1_75,Mate Bulić,Mate Bulić,Volio sam i ja jednom,13900,"Sreo sam te jedne noci
zavele me tvoje oci
sto me ceka nisam znao
ljubav sam ti svoju dao

Kad se sjetim rano moja
suzama se ne zna broja
pa pozelim da me nema
sreco moja nesudjena
 
Ref.
Volio sam kao nikad u zivotu svom
dusu si mi otrovala, napravila lom
volio sam a i sada za tobom sam lud
dusu si mi zacarala nemam vise kud

Sreo sam te jedne noci
zavele me tvoje oci
sto me ceka nisam znao
sve sam tebi vjerovao

Kad se sjetim rano moja
suzama se ne zna broja
pa pozelim da me nema
bolujem od uspomena

Ref. 2x

","https://tekstovi.net/2,729,19368.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/volio-sam-i-ja-jednom-7002.htm,Volio sam i ja jednom,1997 - Dodijalo pajdo,2004 - Megamix,['Ante Lasan Toni'],['Bratislav Zlatanović'],,['Nikša Bratoš'],,,,
76,+RXzsM0Y_1_76,Mate Bulić,Mate Bulić,Zeno,7024,"Usamljen sam zeljo stara
kao pas bez gospodara
'ko nebeski svod bez zvijezda
kao ptice bez svog gnjezda

Vodu pila zedna bila
zasto si me ostavila
gdje god stala zaplakala
sto si drugom ruku dala, e
 
Ref.
Zeno, zeno, lijepa zeno
od Boga ti oprosteno
al' od mene, al' od mene
nikad ne zaboravljeno

Pamtim nase noci, dane
drhtim 'ko na snijegu lane
pa se pitam zar u dusi
tako puno boli stane

Ref. 2x","https://tekstovi.net/2,729,38913.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/zeno-15400.htm,Ženo,,,,,,,,,,
77,+RXzsM0Y_1_77,Mate Bulić,Mate Bulić,Zlatne niti nase srece,15695,"Kao vino ti opijas mene
od ljubavi i od uspomene
sto bih bez ljepote tvoje
ti si lijek za srce moje
ti si pravi lijek za srce moje

Ref. 2x
Zlatne niti nase srece 
pokidati nitko nece
nijedna mi u zivotu 
nije bila kao ti
 
Kao pjesma u mojoj si dusi
ljubit cu te, i svijet nek se srusi
u zivotu sve sam prosa
dok u srce nisi dosla
dok u moje srce nisi dosla

Ref. 3x","https://tekstovi.net/2,729,26460.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/zlatne-niti-nase-srece-9185.htm,Zlatne niti naše sreće,2006 - Hrvatski Radijski Festival 2006,2006 - Hrvatski Radijski Festival 2006 - 24 najbolja,['Marko Perković Thompson'],['Faruk Buljubašić Fayo'],2006 - Hitomanija 3,['Branimir Mihaljević'],"2007 - Kako mi je, tako mi je",,,
78,+RXzsM0Y_1_78,Mate Bulić,Mate Bulić,Zuta ruza,10863,"Da l' jos cuvas zutu ruzu
uz Neretvu sto smo brali
il' si sve zaboravila
kao da se nismo znali

Ref. 2x
Ja te molim ne spominji
i ne pisi o tom cvijetu
da ne sanjas vise mene
baci ruzu u Neretvu
 
Da l' je cuvas il' mi lazes
tvoje rijeci nisu svete
znam ja dobro da ne sanjas
zutu ruzu sa Neretve

Ref. 2x

Da ne sanjas vise mene
baci ruzu u Neretvu","https://tekstovi.net/2,729,26502.html",,,,,,,,['Mate Bulić'],https://diskografija.com/pjesma/zuta-ruza-12951.htm,Žuta ruža,1997 - Dodijalo pajdo,2001 - Sve najbolje,['Đorđe Novković'],['Mario Rašić'],,['Nikša Bratoš'],,,,
