Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Vocals_discogs,Album_year_discogs,Arranged By_discogs,Transcription By_discogs,Composed By_discogs,Written By_discogs,Guest_discogs,Featuring_discogs,Vocals [Duet]_discogs,Vocals [Duet] _discogs,Performer_discogs,Album_year_title_discogs,All_albums_discogs
Vinko Coce,Vinko Coce,Srce Ti Je Stina,3:20,,Zlatna Kolekcija,,,,2006.0,,,,,,,,,,2006.0-Zlatna Kolekcija,2006.0-Zlatna Kolekcija/2011.0-Najljepše Ljubavne Pjesme/2017.0-The Best Of Collection
Vinko Coce,Vinko Coce,Zaspalo Je Siroče,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Zemlja,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša/2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,More,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Bodulska Balada,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Ruzinavi Brod,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Ne More Me Bit,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Daleko Me Biser Mora,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Nevera,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Lijepa Moja,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Budi Noćas Mirno More,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Kada Umren Umotan U Bilo,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Pisma Splitu,,,Ne Damo Te Pismo Naša,,,,2008.0,,,,,,,,,,2008.0-Ne Damo Te Pismo Naša,2008.0-Ne Damo Te Pismo Naša
Vinko Coce,Vinko Coce,Pisma Starog Slavuja,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Prošla Je Lipota,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Na Pustom Škoju,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Ja Sam Tvoja Hrid,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Lipo Naše More,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Na Mostu Jubavi,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Sunce Moje Dalmatinsko,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Cviće Moje,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Dec Po Dec,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi
Vinko Coce,Vinko Coce,Tri San Ti Dana,,,Na Mostu Jubavi,,,,2008.0,,,,,,,,,,2008.0-Na Mostu Jubavi,2008.0-Na Mostu Jubavi/0.0-Dalmatinski Biseri
Vinko Coce,Vinko Coce,Put Ka Sreći,,,Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,,,,2010.0,,,,,,,,,,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića/2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića
Vinko Coce,Vinko Coce,Bonus,,,Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,,,,2010.0,,,,,,,,,,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića,2010.0-Put Ka Sreći • Hrvatski Glazbenici Za Ivu Josipovića
Vinko Coce,Vinko Coce,Ribari Na Ribe,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Zlatni Pir,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Dite Sa Škoja,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Poj Do Podruma,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Lipo Li Je Naše Čiovo,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Kupi Kruv I Slobodnu,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Kad Bih Ja,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Ako Tebi Ikad Falim,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Dojdi Tiho,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Vraćam Se Dalmaciji,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,"Putuj, Putuj",,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Jube Moja,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Dvi Bačve,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Zvoni Glas,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Čekam Te Do Zore,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Pozdrav Iz Trpnja,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,U More Zaljubljen,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Za Te Uvik Mora Biti,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Kada Umrem Umotan U Bilo,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Gornja Vala Drvenik,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,Torcida Metković,,,Dite Sa Škoja,,,,2010.0,,,,,,,,,,2010.0-Dite Sa Škoja,2010.0-Dite Sa Škoja
Vinko Coce,Vinko Coce,"Mirno Spavaj ,Ružo Moja",3:54,,Najljepše Ljubavne Pjesme,,,,2011.0,,,,,,,,,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme
Vinko Coce,Vinko Coce,"Mama ,Adio",3:52,,Najljepše Ljubavne Pjesme,,,,2011.0,,,,,,,,,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme
Vinko Coce,Vinko Coce,"Dalmatinko , Crno Oko Moje",3:15,,Najljepše Ljubavne Pjesme,,,,2011.0,,,,,,,,,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme
Vinko Coce,Vinko Coce,Odriši Mi Dušu,4:04,,Najljepše Ljubavne Pjesme,,,,2011.0,,,,,,,,,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme
Vinko Coce,Vinko Coce,Nek´ Te Sunce Zlati,4:38,,Najljepše Ljubavne Pjesme,,,,2011.0,,,,,,,,,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme
Vinko Coce,Vinko Coce,Srce Moje Nemoj Zaplakati,3:18,,Najljepše Ljubavne Pjesme,,,,2011.0,,,,,,,,,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme/2017.0-The Best Of Collection
Vinko Coce,Vinko Coce,Serenada Do Sunca,3:00,,Najljepše Ljubavne Pjesme,,,,2011.0,,,,,,,,Matko Jelavić,,2011.0-Najljepše Ljubavne Pjesme,2011.0-Najljepše Ljubavne Pjesme
Vinko Coce,Vinko Coce,"Croatio, Ponosna U Duši",3:50,,Morska Svitanja,,,,2013.0,,,,,,Najbolji Hrvatski Tamburaši,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Dilili Su Braća,3:18,,Morska Svitanja,,,,2013.0,,,,,,Mladen Grdović,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Lipa Si Ka Ruža,3:43,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Morska Svitanja,3:47,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Sveta Ana,3:52,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Nebeski Salaši,4:25,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Moje Jedino Blago,3:23,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Dalmatinci Pivaju Najlipše Na Svitu,3:10,,Morska Svitanja,,,,2013.0,,,,,,Ivana Kovač,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Ljubav Moga Života,4:31,,Morska Svitanja,,,,2013.0,,,,,,Alen Nižetić,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Takujin,3:01,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Smokva,3:32,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Čovik Bez Šoldi,3:14,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Ispovid,4:03,,Morska Svitanja,,,,2013.0,,,,,,Klapa Solaris,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Štipalica,3:36,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Kaznila Me Ona Za Sve U Životu,3:22,,Morska Svitanja,,,,2013.0,,,,,,Pero Panjković,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Bonus:,,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Misto Malo,3:40,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Bila Tico,3:11,,Morska Svitanja,,,,2013.0,,,,,,,,,,2013.0-Morska Svitanja,2013.0-Morska Svitanja
Vinko Coce,Vinko Coce,Pijani Od Ljubavi,3:43,,Orange Collection,Marija Požgaj Mešin,Joško Bogavčić,,2015.0,Joško Bogavčić,,,,,,,,,2015.0-Orange Collection,2015.0-Orange Collection
Vinko Coce,Vinko Coce,U Okrilju Snova,2:59,,Orange Collection,Marija Požgaj Mešin,Joško Bogavčić,,2015.0,Joško Bogavčić,,,,,,,,,2015.0-Orange Collection,2015.0-Orange Collection
Vinko Coce,Vinko Coce,Stvoren Za Tebe,3:21,,Orange Collection,Marija Požgaj Mešin,Joško Bogavčić,,2015.0,Joško Bogavčić,,,,,,,,,2015.0-Orange Collection,2015.0-Orange Collection
Vinko Coce,Vinko Coce,Dite Dalmatinskog Krša,3:29,,Orange Collection,Marija Požgaj Mešin,Joško Bogavčić,,2015.0,Joško Bogavčić,,,,,,,,,2015.0-Orange Collection,2015.0-Orange Collection
Vinko Coce,Vinko Coce,Ribarska Noć,3:09,,Orange Collection,Marija Požgaj Mešin,Joško Bogavčić,,2015.0,Joško Bogavčić,,,,,,,,,2015.0-Orange Collection,2015.0-Orange Collection
Vinko Coce,Vinko Coce,Daleko Je Srce,3:42,,The Best Of Collection,,,,2017.0,,,,,,,,,,2017.0-The Best Of Collection,2017.0-The Best Of Collection
Vinko Coce,Vinko Coce,Oluja Sa Sjevera,3:13,,The Best Of Collection,,,,2017.0,,,,,,,,,,2017.0-The Best Of Collection,2017.0-The Best Of Collection
Vinko Coce,Vinko Coce,Ribari / Pescatori,,,Dalmatinski Biseri,,,,0.0,,,,,,,,,,0.0-Dalmatinski Biseri,0.0-Dalmatinski Biseri
Vinko Coce,Vinko Coce,Dalmacijo Ja Sam Tvoje Sime,,,Dalmatinski Biseri,,,,0.0,,,,,,,,,,0.0-Dalmatinski Biseri,0.0-Dalmatinski Biseri
Vinko Coce,Vinko Coce,Svaka Ti Vridi Stari Moj,,,Dalmatinski Biseri,,,,0.0,,,,,,,,,,0.0-Dalmatinski Biseri,0.0-Dalmatinski Biseri
Vinko Coce,Vinko Coce,Od Galeba Krila,,,Dalmatinski Biseri,,,,0.0,,,,,,,,,,0.0-Dalmatinski Biseri,0.0-Dalmatinski Biseri
