Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
63,4XHKfXTU_1_63,Krunoslav Kićo Slabinac,Kićo,Sokac,184,"Imam pismu da vam pivam
imam srce da vas volim
imam krila k'o u ptice
da poletim iz ravnice

Ref. 2x
Sin sam zlatnih zitnih polja
rodnih njiva, suma hrasta
volim majku, oca svoga
i bojim se samo Boga
 
Tu su moje stare staze
tu su moji casni ljudi
od'ranila me je ravnica
rodila me Hrvatica

Ref. 2x

I virujem ja u Boga","https://tekstovi.net/2,686,64520.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/sokacka-grana-9746.htm,Šokačka grana,,,,,,,,,,,,,,,,,,,,
64,4XHKfXTU_1_64,Krunoslav Kićo Slabinac,Kićo,Sokacka grana,6132,"Ref. 
So, so, Sokadija
sokacka se grana svija
so, so, Sokadija
moj je rodni dom

Nek, nek, nek se prasi
kad se vrte Sokci nasi
so, so, Sokadija
u srcu je mom
 
Zasvirala tamburica
a kolo maleno
pociknula divojcica
nebo li joj njeno

U kolo se uhvatili 
Sokci sa svih strana
mili Boze, kolika je
ta sokacka grana

Ref.

Za dukate bizovacke
'ko to jos ne znade
i za nosnje slakovacke 
sto ih nane rade

Mi smo rodom iz Zupanje
prave smo Sokice
a mi Sokci iz Baranje
iz Dubosevice

Zabrujale zice jace
a kolo sve vece
u grudima srce skace
umorit se nece

U kolo se uhvatili
i stari i mladi
kolovodja pokazuje 
kako se to radi

Ref. 

Ja sam Mara iz Stitara
pokraj Bace iz Ilace
a ja Marca iz Gibarca
pokraj bake iz Privlake

Ja sam Ana iz Gorjana
do me Braca iz Nimaca
a ja Joka iz Iloka
kraj Ljubice iz Vrbice

Na tamburi zica pukla
a kolo veliko
ne popustaj, kolovodjo
materina diko

Nek se znadu obicaji
na sokackoj strani
sijelo, prelo i fasange
sokaci divani

Ref. 

Ja sam Solja iz Vrpolja
pokraj snase iz Topolja
a ja Seka iz Osijeka
pokraj Franje iz Vrbanje

Ja sam snasa iz Aljmasa
pokraj Pave iz Trnave
a ja strina iz Garcina
kraj Martina iz Antina

Ref.","https://tekstovi.net/2,686,40684.html",,ŠOKAČKA GRANA,,,"Šo, Šo, Šokadija
Šokačka se grana svija.
Šo, Šo, Šokadija
Moj je rodni dom!. Nek, nek, nek se praši
Kad se vrte Šokci naši.
Šo, Šo, Šokadija
U srcu je mom!. Zasvirala tamburica,
A kolo maleno,
Pociknula divojčica;
Nebo li joj njeno!. U kolo se uhvatili
Šokci sa svih strana;
Mili Bože kolika je
Ta šokačka grana.. Šo, Šo, Šokadija
Šokačka se grana svija.
Šo, Šo, Šokadija
Moj je rodni dom!. Nek, nek, nek se praši
Kad se vrte Šokci naši.
Šo, Šo, Šokadija
U srcu je mom!. Za dukate bizovačke
´ko to još ne znade
I za nošnje slakovačke
Što ih nane rade.. Mi smo rodom iz Županje
Prave smo Šokice,
A mi Šokci iz Baranje,
Iz Duboševice.. Zabrujale žice jače,
A kolo sve veće,
U grudima srce skače;
Umorit se neće.. U kolo se uhvatili
I stari i mladi,
Kolovođa pokazuje
Kako se to radi.. Šo, Šo, Šokadija
Šokačka se grana svija.
Šo, Šo, Šokadija
Moj je rodni dom!. Nek, nek, nek se praši
Kad se vrte Šokci naši.
Šo, Šo, Šokadija
U srcu je mom!. Ja sam Mara iz Štitara
Pokraj baće iz Ilače,
A ja Maca iz Gibarca
Pokraj bake iz Privlake.. Ja sam Ana iz Gorjana,
Do me braca iz Nimaca,
A ja Joka iz Iloka
Kraj Ljubice iz Vrbice.. Na tamburi žica pukla,
A kolo veliko,
Ne popuštaj kolovođo,
Materina diko.. Nek se znadu običaji
Na šokačkoj strani:
Sijelo, prelo i fašange,
Šokački divani.. Šo, Šo, Šokadija
Šokačka se grana svija.
Šo, Šo, Šokadija
Moj je rodni dom!. Nek, nek, nek se praši
Kad se vrte Šokci naši.
Šo, Šo, Šokadija
U srcu je mom!. Ja sam Šolja iz Vrpolja
Pokraj Snaše iz Topolja,
A ja Seka iz Osijeka
Pokraj Franje iz Vrbanje.. Ja sam snaša iz Aljmaša
Pokraj Pave iz Trnave,
A ja strina iz Garčina
Kraj Martina iz Antina.. Šo, Šo, Šokadija
Šokačka se grana svija.
Šo, Šo, Šokadija
Moj je rodni dom!. Nek, nek, nek se praši
Kad se vrte Šokci naši.
Šo, Šo, Šokadija
U srcu je mom!. Šo, Šo, Šokadija
Šokačka se grana svija.
Šo, Šo, Šokadija
Moj je rodni dom!. Nek, nek, nek se praši
Kad se vrte Šokci naši.
Šo, Šo, Šokadija
U srcu je mom!",,https://lyricstranslate.com/en/krunoslav-kico-slabinac-sokacka-grana-lyrics.html,['Kićo'],,,https://diskografija.com/pjesma/sokacka-grana-9746.htm,Šokačka grana,,,,,,,,,,,,Krunoslav Kićo Slabinac,Šokačka Grana,02:44,Zlatna Kolekcija,2006.0,,,,2006.0-Zlatna Kolekcija
65,4XHKfXTU_1_65,Krunoslav Kićo Slabinac,Kićo,Spomeni mi nekad ime,341,"Imena se moga sjeti
bilo gdje i bilo s kim si
kada vjetrovi pusu 
kada zebe za dusu, kad se sledi

Govore da volis druge
tako kratis dane duge
spomeni mi ime
nekad, mozda, mozda bit ce bolje
 
Ref. 2x
Spomeni ime moje
nekad, tek nacas
to malo sjecanja
i znaj, zadrhtat ce glas

Spomeni ime moje
neka znas da volim te i sad

Tebi pjevam pjesme nove
svaka potajno te zove
svaka prasta nam sve
pruza ruke nam dv´je
makar snijezi

Vidim, pises uvijek lijepo
znas, da vjerovat cu slijepo
pa, ipak, kazi mi ime
mozda, mozda bit ce bolje

Ref. 3x","https://tekstovi.net/2,686,63829.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/spomeni-mi-nekad-ime-11764.htm,Spomeni mi nekad ime,,,,,,,,,,,,Krunoslav Kićo Slabinac,Spomeni Mi Nekad Ime,3:10,Stani Suzo,,Tibor Benković,Vladimir Delač,,nan-Stani Suzo/2005.0-Pusti Da Te Prebolim/2007.0-The Platinum Collection
66,4XHKfXTU_1_66,Krunoslav Kićo Slabinac,Kićo,"Stani suzo, stani",1042,"Sve sto zivi, sve sto traje
ipak jednom prolazi
dosao je tuzan dan
ona nocas odlazi

Rijeci teske guse zrak
dok se srce moje steze
zauvijek ce zbogom reci
a sve za nju jos me veze
 
Ref. 2x
Stani suzo, stani, stani
nase boli joj ne reci
preko praga kada prijedje
onda suzo tiho teci

Zelio sam srecu s njom
al' je ona drugog htjela
srusila je snove moje
a to nije, nije smjela

Ref. 2x","https://tekstovi.net/2,686,60006.html",,"Stani, suzo, stani","Hold On, Tear, Hold On",,"Sve što živi, sve što traje
Ipak jednom prolazi
Došao je tužan dan
Ona noćas odlazi. Riječi teške guše zrak
Dok se srce moje steže
Zauvijek će zbogom reći
A sve za nju još me veže. [Refren]
Stani, suzo, stani, stani
Naše boli joj ne reci
preko praga kada pređem
Onda, suzo, tiho teci. Želio sam sreću s njom
Al' je ona drugog htjela
Srušila je snove moje
A to nije, nije smjela. [Refren]
Stani, suzo, stani, stani
Naše boli joj ne reci
preko praga kada pređem
Onda, suzo, tiho teci","All that is living, all that persists
Still passes someday
A sad day has come
She is leaving tonight. Heavy words stuff the air
As my heart crumbles
She will say goodbye forever
And everything still ties me to her. [Refrain]
Hold on, tear, hold on, hold on
Don't tell her about our pain
When I croess over the threshold
Then, tear, quietly roll down. I wanted happiness with her
But she wanted someone else
She crashed all my dreams
And she shouldn't, she shouldn't have done that. [Refrain]
Hold on, tear, hold on, hold on
Don't tell her about our pain
When I croess over the threshold
Then, tear, quietly roll down",https://lyricstranslate.com/en/stani-suzo-stani-hold-tear-hold.html,['Kićo'],,,https://diskografija.com/pjesma/stani-suzo-stani-11762.htm,"Stani suzo, stani",,,,,,,,,,,,Krunoslav Kićo Slabinac,"Stani Suzo, Stani",4:07,Stani Suzo,,Mladen Bijelić,Đorđe Novković,,nan-Stani Suzo/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama
67,4XHKfXTU_1_67,Krunoslav Kićo Slabinac,Kićo,Svatovac,5176,"Lipu Kaju izvedose
sa svirci je ispratise
svi je redom izljubise
samo svircu ne dadose

Svi je redom izljubise
samo svircu ne dadose
al' je svirac mudar bio
za livcu se uhvatio
 
U kola je uskocio
pa je Kaju poljubio
u kola je uskocio
pa je mladu poljubio

Cim u kucu dodje
zarac trazit podje
pa okupi svekrvicu
oko kuce gazdaricu

Ja sam nova mlada
sad je moja vlada
alovi, valovi
sitna riba, cikovi

Sitna riba, pljuskavica
udaje se komsinica
zeni mi se i gazda
samo ne znam za koga

Seka voli komsiju
bit ce svadbe, ijuju 
Cacinci, Bancinci
Kukujevci, Martinci

Sljivosevci, Habljanovci
svud u selu lipi momci
a divojke garave
 i po malo varave

Udovice migaju
zenit cu se, ijuju
nek vam bude dobra svega
ne od naseg, od svojega

Da vam zito dobro rodi
a zivina da se plodi
da vam bude dobre kuce
i odice i obuce
svakog ica, svakog pica

Lipog ruma, bilog kruva
slaninice, gibanice
pecenice, sljivovice
dobra vina i kulina

Ref. 5x
Haj, haj, uzivaj

Cuvajte se od zla svega
od manjega il' vecega
od groznice i kolere
fizike, filoksere

Od gustera i od zmija
od lopovski ducandzija
od lugara i zandara
od tonaca i financa

Bjez od kera i svercera
od topova i lopova
od lajava komsiluka
i od takse i od prakse

Lose robe i od globe
od stranaka i banaka
veksle mante i zirante

Bjez od luda i od suda
od doktora i spitalja
i svega sto ne valja


Idi, vraze, di te traze

Idi, vraze

Nek vam bude lipog zdravlja
sreca nek se svud ponavlja 
lipu dicu porodili
prijatelje pogostili
s nama dobro podilili
sto godina pozivili

Ref. 8x","https://tekstovi.net/2,686,53267.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/svatovac-9744.htm,Svatovac,,,,,,,,,,,,Krunoslav Kićo Slabinac,Svatovac,,Svatovac,,,,,nan-Svatovac/1984.0-Svatovac / Svi Se Momci Oženiše/2006.0-Zlatna Kolekcija
68,4XHKfXTU_1_68,Krunoslav Kićo Slabinac,Kićo,Svekrva,578,"Jedno jutro rano
cim zora zarudi
usta vrijedna svekrva
snaju da probudi

Ustaj, ustaj, snajo
ustaj, mili rode
da peremo kosulje
donesi mi vode
 
Ali, snaja lezi
nece ni da cuje
a svekrva bijesna
po avliji psuje

´Ajd, svekrvo, napolje
i ugasi svijecu
ja sam tebi rekla
da ti radit´ necu

Ta,´ko li je rodio
da je tako tusta
samo se nabijeli
i namaze usta

Zato, svaka svekrva
nek´ ne bude ljuta
kad dobije bijesnu snaju
nek´ joj bjezi s puta","https://tekstovi.net/2,686,63834.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/svekrva-11729.htm,Svekrva,['Narodna'],['Narodna'],['Antun Nikolić'],,,,,,"Jedno jutro rano čim zora zarudi
Usta vrijedna svekrva snaju da probudi

Ustaj ustaj snajo, ustaj mili rode
da peremo košulje donesi mi vode

Ali snaja leži neće ni da čuje
A svekrva bjesna po dvorišću psuje

A 'ko li je rodio da je tako pusta
Samo se nasmješi i namaže usta

'Ajd' svekrvo na polje i ugasi svijeću
Ja sam tebi rekla da ti radit neću

Zato svaka svekrva nek ne bude ljuta
Kad dobije bjesnu snaju nek joj bježi s puta",Svekrva,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/svekrva.html,Krunoslav Kićo Slabinac,Svekrva,,Hej Bećari,,,,,nan-Hej Bećari
69,4XHKfXTU_1_69,Krunoslav Kićo Slabinac,Kićo,"Sviraj, svirce",183,"Idemo
ej, ej
ajmo

Na ovom svijetu sve je ljepse
muzika kad svira
jer, uz pjesmu i uz ritam
srce nema mira
 
Kada ljubis, kad si sretan
ili kad si tuzan
uvijek svirca zoves k sebi
da ti pjesmu svira

Ref.
Sviraj, svirce
nemoj stati
sva'ko ce ti nesto dati
netko dinar, netko dva
neces svirat' badava

Idemo

Ref.

Ako danas imas briga
nije vazno to
udri brigu na veselje
nek' te prodje to

Podignite ruke gore
mahnite i vi
zapjevajmo sada slozno
ovu pjesmu svi","https://tekstovi.net/2,686,64521.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/sviraj-svirce-12622.htm,"Sviraj, svirče",['Krunoslav Slabinac Kićo'],['Krunoslav Slabinac Kićo'],['Krunoslav Slabinac Kićo'],,,,,,,,,Krunoslav Kićo Slabinac,"Sviraj, Svirče",,"Zbog Jedne Divne Crne Žene / Sviraj, Svirče",,,,,"nan-Zbog Jedne Divne Crne Žene / Sviraj, Svirče/nan-Krunoslav Slabinac/2007.0-The Platinum Collection"
70,4XHKfXTU_1_70,Krunoslav Kićo Slabinac,Kićo,Svirci moji,3272,"Svirci moji, jos je rano
tek je ponoc tu
sviraj te mi polagano
ne budite nju

    Ne ljubim je zbog imanja
    ne proklinjem zbog cekanja
    pustit cu je neka sanja
    lijepa je u snu
 
Svirci moji jos je rano
tek je proslo tri
jos je noc pod jorgovanom
zbogom ljubavi

Svirci moji, valja poci
i noc ima kraj
mozda zorom grijesni ljudi
odlaze u raj

Pustit cu je neka sanja
lijepa je u snu","https://tekstovi.net/2,686,42665.html",,Svirci moji,My musicians,,"Svirci moji, još je rano
Tek je ponoć tu.
Svirajte mi polagano
Uspavajte nju.. Propio sam tri imanja
Još se smije iz čokanja.
Pustit ću je, neka sanja,
Lijepa je u snu. x2. Svirci moji, valja poći,
Tulumu je kraj.
Ubit će me njene oči,
Spržit će me sjaj.. Dan je blizu, zora rudi,
Budite je, nek mi sudi.
Možda zorom griješni ljudi
Odlaze u raj. x2. Svirci moji, valja poći,
Tulumu je kraj.","My musicians, it's still early
It' only midnight.
Play to me slowly
Put her to sleep.. I lost three estates over drinking
It still laughs at me from the glass.
I will leave her in peace, may she dream,
She is pretty while sleeping.. My musicians, it's time to go,
The party has ended.
Her eyes will kill me,
I will be burnt down by their glow.. The day is near, dawn is coming,
Wake her up, may she judge me.
Maybe in the time of dawn, sinful people
Go to heaven. x2. My musicians, it' time to go,
The party has ended.",https://lyricstranslate.com/en/svirci-moji-my-musicians.html,,,,,,,,,,,,,,"Svirci moji, još je rano
Tek je ponoć tu.
Sviraj te mi polagano
Ne budite nju.

Ne ljubim je zbog imanja
Ne proklinjem zbog čekanja,
Pustit ću je neka sanja
Lijepa je u snu.

Svirci moji još je rano
Tek je prošlo tri.
Još je noć pod jorgovanom
Zbogom ljubavi.

Svirci moji, valja poći
I noć ima kraj.
Možda zorom griješni ljudi
Odlaze u raj.

Pustit ću je neka sanja
Lijepa je u snu.",Svirci moji,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/svirci-moji.html,Krunoslav Kićo Slabinac,Svirci Moji,4:20,Ako Zora Ne Svane,1995.0,Dragutin Britvić,,,1995.0-Ako Zora Ne Svane/nan-Ako Zora Ne Svane
71,4XHKfXTU_1_71,Krunoslav Kićo Slabinac,Kićo,"Tamburasi, samo svirajte",6007,"Zaplakale stare tambure
usne moje tugu popile
popile i suze dvije
sto bih ja da vas mi nije
tamburasi, al' sam nesretan

Ref.
Sve bih dao za te godine
kad su njene usne ljubile
sve bih dao ali nema nje
tamburasi, samo svirajte
 
Zaplakale stare tambure
kroz ravnicu pjesmu odnijele
kroz sokake dragoj blize
sad me kazna zbog nje stize
tamburasi, bas sam nesretan

Ref. 2x","https://tekstovi.net/2,686,40692.html",,"Tamburaši, samo svirajte","Musicians, just keep on playing",,"Zaplakale stare tambure.
Usne moje tugu popile,
Popile i suze dvije.
Što bih ja da vas mi nije?
Tamburaši, al' sam nesretan!. (Pripjev)
Sve bih dao za te godine
Kad su njene usne ljubile.
Sve bih dao, ali nema nje.
Tamburaši, samo svirajte.. Zaplakale stare tambure,
Kroz ravnicu pjesmu odnijele,
I: Kroz sokake dragoj bliže.
Sad me kazna zbog nje stiže.
Tamburaši, baš sam nesretan! :I. (Pripjev) x2","Old instruments started crying.
My lips drank up sorrow,
They also drank up two tears.
What would I do if there wasn't for you?
Musicians, how unhappy I am!. (Chorus)
I would give everything for those years
When her lips kissed.
I would give everything, but she is gone.
Musicians, just keep on playing.. Old instruments started crying,
They carried the song through the plain,
I: Through the streets, closer to my darling,.
Now a punishment comes over me because of her.
Musicians, I'm really unhappy! :I. (Chorus) x2",https://lyricstranslate.com/en/tambura%C5%A1i-samo-svirajte-musicians-just-keep-playing.html,['Kićo'],1995 - Ako zora ne svane,2006 - Zlatna kolekcija,https://diskografija.com/pjesma/tamburasi-samo-svirajte-6182.htm,Tamburaši samo svirajte,,,,,,,,,,,,Krunoslav Kićo Slabinac,Tamburaši Samo Svirajte,3:56,Ako Zora Ne Svane,1995.0,Željko Krznarić,,,1995.0-Ako Zora Ne Svane/nan-Ako Zora Ne Svane/2006.0-Zlatna Kolekcija
72,4XHKfXTU_1_72,Krunoslav Kićo Slabinac,Kićo,Tekla voda Karasica,4245,"Tekla voda Karasica
do Valpova od Nasica

Ref. 2x
Duna, Duna, Dunave
 tija vodo ladna
 
Otud ide mlad Ivan
valpovacki kapetan

Ref. 2x

Ej, bora vam, tri snasice
'ajte sa mnom u Nasice

Ref. 2x

Castit cu vas sedam dana
ispec' cu vam tri purana

Ref. 2x

Bit ce pite pite svake vrsti
za kojom se lizu prsi

Ref. 2x

A kad bude sve gotovo
vratit c'mo se u Valpovo

Ref. 2x","https://tekstovi.net/2,686,40694.html",,,,,,,,['Kićo'],1975 - Hej bećari,"2006 - Pjevat će Slavonija - Zlatko Pejaković
Aranžman: Branimir Mihaljević",https://diskografija.com/pjesma/tekla-voda-karasica-11731.htm,Tekla voda Karašica,['Narodna'],['Narodna'],['Antun Nikolić'],,,,,,,,,Krunoslav Kićo Slabinac,Tekla Voda Karašica,,Hej Bećari,,,,,nan-Hej Bećari/2010.0-Vesela Je Šokadija/nan-Untitled
73,4XHKfXTU_1_73,Krunoslav Kićo Slabinac,Kićo,"Ti, koju znam",326,"Ti, koju znam
k´o njezno bice iz sna
o kom sam sanjao ja
o, reci, ljubavi, sto te mijenja

Ti, koju znam
k´o bice tiho i blago
koje su voljeli svi
to nisi ti
 
Mi smo stranca dva
samo navika jos nas dijeli
tvoje rijeci sad su grube
pogled tvoj bez starog sjaja

Ti, koju znam
k´o bice njezno i blago
odjednom tvoj novi lik
ne poznam ja

Sve sto jucer jos smo htjeli
sad je proslost sto nas dijeli
nase ljubavi nestaje poput sna","https://tekstovi.net/2,686,63837.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Ti Koju Znam,,Krunoslav Slabinac Kićo,,Ivica Krajač,Stipica Kalogjera,,nan-Krunoslav Slabinac Kićo
74,4XHKfXTU_1_74,Krunoslav Kićo Slabinac,Kićo,"Tiho, tiho, uspomeno",705,"Zivot tece oko mene
neke usne miluju me
ali sve to uzalud je
kad ni me kod tebe

Javljas mi se izdaleka
u nijansi, osjetim te
ranjavas me, zeno bidna
a nemam, nemam, nemam te
 
Ref.
Tiho, tiho, uspomeno
ne budi, ne budi se
sad je kasno da vratimo
izgubljene sne

Tiho, tiho, uspomeno
ne boli, ne boli me
sad je kasno da trazimo
izgubljene sne

Kad se molis, zaboravi
ne dolazi nikad, ne
ranjavas me, zeno bidna
a nemam, nemam, nemam te

Ref. 2x","https://tekstovi.net/2,686,61181.html",,,,,,,,['Kićo'],,,https://diskografija.com/pjesma/tiho-tiho-uspomeno-11919.htm,"Tiho, tiho uspomeno",['Dalibor Paulik'],['Maja Perfiljeva'],['Stjepan Mihaljinec'],,,,,,,,,Krunoslav Kićo Slabinac,"Tiho, Tiho Uspomeno",3:35,"Tiho, Tiho Uspomeno",,,,,"nan-Tiho, Tiho Uspomeno/2007.0-The Platinum Collection"
75,4XHKfXTU_1_75,Krunoslav Kićo Slabinac,Kićo,Tri livade,69,"Tri livade, tri livade
nigdje ´lada nema

Samo jedna, samo jedna
ruza kalamljena

I pod ruzom i pod ruzom
zaspala djevojka
 
Ja je budim, ja je budim
medju oci ljubim

Ustaj, rano, ustaj, rano
svanulo je davno

Ustaj, srce, ustaj, srce
granulo je sunce","https://tekstovi.net/2,686,65029.html",,,,,,,,,,,,,,,,,,,,,,,,Krunoslav Kićo Slabinac,Tri Livade,,Svatovac,,,,,nan-Svatovac
76,4XHKfXTU_1_76,Krunoslav Kićo Slabinac,Kićo,Tri slatke rijeci,4972,"Neka ti noc donese dan
neka ti vjetar poljubac da
neka ti snovi donesu jutro
neka ti jutro moj poklon da

Ref.
    Tri slatke rijeci ""Ja te volim""
    nek dan ispune tvoj
   te tri slatke rijeci ""Ja te volim""
    to sve je sto mogu da dam

Pusti da ja ti poljubac dam
umorne ruke da ljubim ti ja

Ref.","https://tekstovi.net/2,686,42666.html",Krunoslav Kico Slabinac,Te tri slatke riječi,Those Three Sweet Words,,"Neka ti noć donese san
1
Neka ti vjetar poljubac da
Neka ti snovi donesu jutro
Neka ti jutro moj poklon da. [Refren]
Te tri slatke riječi - ja te volim
Nek' dan ispune tvoj
Te tri male riječi - ja te volim
To sve je što mogu da dam. Pusti da ja ti poljubac dam
Umorne ruke da ljubim ti ja
Neka ti snovi donesu jutro
Neka ti jutro moj poklon da. [Refren]","May the night bring you sleep
May the wind give you a kiss
May the dreams bring you the morning
May the morning give you my gift. [Chorus]
Those three sweet words - I love you!
May they fill your day.
Those three little words - I love you
That's all I can give you.. Let me give you a kiss
Let me kiss your tired hands
May the dreams bring you the morning
May the morning give you my gift. [Chorus]",https://lyricstranslate.com/en/tri-slatke-rijeci-those-three-sweet-words.html,,,,,,,,,,,,,,"Neka ti noć donese dan
Neka ti vjetar poljubac da
Neka ti snovi donesu jutro
Neka ti jutro moj poklon da

Tri slatke riječi ""Ja te volim""
Nek dan ispune tvoj
Te tri slatke riječi ""Ja te volim""
To sve je što mogu da dam

Pusti da ja ti poljubac dam
Umorne ruke da ljubim ti ja
Neka ti snovi donesu jutro
Neka ti jutro moj poklon da",Tri slatke riječi,https://cuspajz.com//tekstovi-pjesama/pjesma/krunoslav-kico-slabinac/tri-slatke-rijeci.html,Krunoslav Kićo Slabinac,Tri Slatke Riječi,,Tri Slatke Riječi / Lamento,,Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,,nan-Tri Slatke Riječi / Lamento/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama/0.0-Tri Slatke Riječi
77,4XHKfXTU_1_77,Krunoslav Kićo Slabinac,Kićo,Tuzna je Anuska,662,"Iza gora i planina
zivi mala Anuska
usred cvijeca i tisine
slatko sniva mali dom njen

Ali, ipak, sretna nije
tugu skriva Anuska
ceznjom zovu je planine
srce zeli poci u svijet
 
I tuzna je Anuska
tuzan je pogled njen
i tuzan danas dan
i tuzno danas sve je
jer dragog nema pored nje

Iza gora i planina
zivi mala Anuska
usred cvijeca i tisine
slatko sniva mali dom njen

Ali, tuzna je Anuska
tuzan je pogled njen
i tuzan danas dan
i tuzno danas sve je
jer dragog nema pored nje","https://tekstovi.net/2,686,60236.html",,,,,,,,['Kićo'],1986 - Dal' se sjećaš,2006 - Zlatna kolekcija,https://diskografija.com/pjesma/tuzna-je-anuska-9729.htm,Tužna je Anuška,['Ićo Kelemen'],['Maja Perfiljeva'],"['Krunoslav Slabinac Kićo', 'Željko Nikolin']",,,,,,,,,Krunoslav Kićo Slabinac,Tužna Je Anuška,,Krunoslav Slabinac Kićo,,Maja Perfiljeva,Ivan Kelemen,,nan-Krunoslav Slabinac Kićo/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection
78,4XHKfXTU_1_78,Krunoslav Kićo Slabinac,Kićo,U dugim nocima,1066,"Moj je zivot tvoja slika
tvoje misli, tvoja ljubav
ja sam dio tvoga lika
jos u meni zivis ti

Znam da ides ti od mene
mozda tuzan bit cu ja
to mi kazu oci snene
kada svane novi dan
 
Ref.
U dugim nocima
kad ljubav pocne da se slama
u tvojim ocima
ja opet vidim da si sama

O, vrati, vrati se
da opet zivimo udvoje
u dugim nocima
da opet ljubim ruke tvoje

Ref.","https://tekstovi.net/2,686,60237.html",,,,,,,,['Kićo'],1970 - U dugim noćima,1986 - Dal' se sjećaš,https://diskografija.com/pjesma/u-dugim-nocima-9725.htm,U dugim noćima,['Esad Arnautalić'],['Kemal Monteno'],"['Krunoslav Slabinac Kićo', 'Željko Nikolin']",1995 - Sve najbolje,2006 - Zlatna kolekcija,,,,,,,Krunoslav Kićo Slabinac,U Dugim Noćima,,"U Dugim Noćima / Angela, Čekaj Me",,Kemal Monteno,Esad Arnautalić,,"nan-U Dugim Noćima / Angela, Čekaj Me/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2005.0-Pusti Da Te Prebolim/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama"
