Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Featuring_discogs,All_albums_discogs
56,Fv0Kbouf_1_56,Crvena Jabuka,Crvena Jabuka,Jedina,52887,"Hajde sa mnom pjeske sve do Jadrana
napravimo sebi malo prostora
nudim ti bar neku sitnu promjenu
da ukinemo ovu groznu dosadu

Da ukinemo price suplje, beskrajne
vidi, papci jos okolo rovare
sta ces, neko mora biti negativac
upraznjavat' svakodnevno grebanje
 
Ref.
O, jedina, spotakla se neka lijena vremena
mlitavih utvara i nekih starih olinjalih frikova
i sve napola, ni sreca ni bol
i nista sex'n'drugs i nista rock'n'roll
o, ja i ti se ljubimo

Ljuljaj me u Zagrebu kroz Ilicu
u Beogradu kotrljaj niz Balkansku
u Sarajevu tresi me gdje hoces ti
mi nemamo, duso, sta izgubiti

Ljubi me, nek zavide nam misevi
slusaj ih sto naokolo cijucu
mogu nas prozivati i truniti
ja od smijeha, vjeruj, plakat cu

Ref.

Hajde sa mnom, slatko malo, nekuda
dosta nam je tih klasicnih zabava
iste price, istih lica, filmova
iz dana u dan istog kukanja

Gledaj, svako misli samo na sebe
ti uzmi drage ploce, pusti Indexe
i na kraju kad ti kazem volim te
ipak ce neko da razumije

Ref.

","https://tekstovi.net/2,240,12904.html",,Jedina,Only one,Za sve ove godine,"Hajde sa mnom pješke sve do Jadrana
1
Napravimo sebi malo prostora
Nudim ti bar neku sitnu promjenu
Da ukinemo ovu groznu dosadu. Da ukinemo priče šuplje, beskrajne
Vidi papci još okolo rovare
Šta ćeš neko mora biti negativac
Upraznjelo svakodnevno grebanje. O, jedina spotakla se neka lijena vremena
Mlitavih utvara i nekih starih olinjalih frikova
I sve napola, ni sreća, ni bol
I ništa sex 'n' drugs, i ništa rock 'n' roll
O, ja i ti se ljubimo
O, ja i ti se ljubimo. Ljuljaj me u Zagrebu kroz ilicu
U Beogradu kotrljaj niz Balkansku
U Sarajevu tresi me gdje hoćeš ti
Mi nemamo dušo šta izgubiti. Ljubi me nek' zavide nam miševi
Slušaj ih što naokolo cijuču
Mogu nas prozivati i truniti
I ja od smijeha vjeruj plakat ću. O, jedina spotakla se neka lijena vremena
Mlitavih utvara i nekih starih olinjalih frikova
I sve napola, ni sreća, ni bol
I ništa sex 'n' drugs, i ništa rock 'n' roll
O, ja i ti se ljubimo
O, ja i ti se ljubimo. Hajde sa mnom, slatko malo, nekuda
Dosta nam je tih klasičnih zabava
Iste priče, istih lica, filmova
Iz dana u dan istog kukanja. Gledaj svatko misli samo na sebe
Ti uzmi drage ploče pusti Indexe
I na kraju kad ti kažem volim te
Ipak će neko da razumije. O, jedina spotakla se neka lijena vremena
Mlitavih utvara i nekih starih olinjalih frikova
I sve napola, ni sreća, ni bol
I ništa sex 'n' drugs, i ništa rock 'n' roll
O, ja i ti se ljubimo
O, ja i ti se ljubimo. O, ja i ti se ljubimo
O, ja i ti se ljubimo
O, ja i ti se ljubimo
O, ja i ti se ljubimo. O, ja i ti se ljubimo
O, ja i ti se ljubimo
O, ja i ti se ljubimo
O, ja i ti se ljubimo","Walk with me all the way to the Adria
Let's make ourselves a bit of space
I am offering you at least some change
To stop this horrible boredom. To stop this stupid, endless talking
Look, the idiots are still gossiping
There nothing we can do, someone has to be the villain
Empty everyday talking. Oh, my only one, some hard times have come
Some limp ghosts and some old shabby freaks
And everything is only the half, no happiness no pain
And nothing sex 'n drugs, and nothing rock 'n roll
Oh, me and you are kissing
Oh, me and you are kissing. Shake me in Zagreb in the Ilica Street
In Belgrade roll me down the Balkanska Street
In Sarajevo fuck me wherever you want to
We don't have anything to lose darling. Kiss me, so the gossipers get jealous
Listen to them how they are spreading the gossip
They can talk about us as much a they want
Believe me, I will cry of laughter. Oh, my only one, some hard times have come
Some limp ghosts and some old shabby freaks
And everything is only the half, no happiness no pain
And nothing sex 'n drugs, and nothing rock 'n roll
Oh, me and you are kissing
Oh, me and you are kissing. Come with me, you cute little thing, anywhere
We are bored of those normal parties
Same talk, same people, same movies
Every day the same complains. Look, everyone only thinks about themselves
Take those good old vinyls and play 'Indexi' ()
And in the end when I tell you: ""I love you""
You will hopefully understand. Oh, my only one, some hard times have come
Some limp ghosts and some old shabby freaks
And everything is only the half, no happiness no pain
And nothing sex 'n drugs, and nothing rock 'n roll
Oh, me and you are kissing
Oh, me and you are kissing. Oh, me and you are kissing
Oh, me and you are kissing
Oh, me and you are kissing
Oh, me and you are kissing. Oh, me and you are kissing
Oh, me and you are kissing
Oh, me and you are kissing
Oh, me and you are kissing",https://lyricstranslate.com/en/jedina-only-one.html-8,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/jedina-8027.htm,Jedina,['Željko Brodarić Jappa'],,,,,,,,"Hajde sa mnom pješke sve do jadrana
Napravimo sebi malo prostora
Nudim ti bar neku sitnu promjenu
Da ukinemo ovu groznu dosadu

Da ukinemo priče šuplje, beskrajne
Vidi papci još okolo rovare
I šta ćeš neko mora biti negativac
Upraznjelo svakodnevno grebanje

O, jedina spotakla se neka lijena vremena
Propalih šminkera i nekih starih olinjalih frikova
I sve napola, i sreća, i bol
I ništa sex 'n' drugs, i ništa rock 'n' roll
Ja i ti se ljubimo

Ljuljaj me u zagrebu kroz ilicu
U beogradu kotrljaj niz balkansku
U sarajevu tresi me gdje hoćeš ti
Mi nemamo dušo šta izgubiti

Ljubi me nek' zavide nam miševi
Slušaj ih što naokolo cijuču
Mogu nas prozivati i truniti
I ja od smijeha vjeruj plakat ću

Hajde slatko malo sa mnom nekuda
Dosta nam je tih klasičnih zabava
Iste priče istih lica filmova
Iz dana u dan istog kukanja

I gledaj svatko misli samo na sebe
Ti uzmi drage ploče pusti indexe
I na kraju kad ti kažem volim te
Ipak će neko da razumije
O, jedina",Jedina,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/jedina.html,Crvena Jabuka,Jedina,3:36,Za Sve Ove Godine,,,,,nan-Za Sve Ove Godine/2013.0-Original Album Collection/nan-100 Originalnih Hitova
57,Fv0Kbouf_1_57,Crvena Jabuka,Crvena Jabuka,Jedino tuga mi preostaje,2861,"Nekad dajem puno sebe
radim greske namjerne
nekad slusam tihe pjesme
da me sjete na tebe

Pa jos cujem sa svih strana
poznanika i jarana
cesto pricas o meni
kad te nitko ne vidi

Ref. 4x
Jedino tuga mi preostaje

Ref. 8x","https://tekstovi.net/2,240,53905.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Jedino Tuga Mi Preostaje,3:41,Crvena Jabuka 2016,,,,,nan-Crvena Jabuka 2016
58,Fv0Kbouf_1_58,Crvena Jabuka,Crvena Jabuka,Jukebox,12946,"Pronadji me kao kopac 
kad nadje zlato 
ja cu te voljeti 
nemoj da brines za to 

Poljubi me kao zena 
kad ljubi muskarca 
napusti me, kao sto zivot 
napusta starca
 
Ne daj da patim
kao za gospodarom pas
daj mi snage 
kao sto autu dajes gas

Ref. 2x
Prestani plakati 
kad muzika svira 
zivot je jukebox 
svako svoju pjesmu bira

Predi malo, samo
frkces kao macka 
ukradi me, to nek' ti bude 
posljednja pljacka

Ref. 4x","https://tekstovi.net/2,240,12995.html",,,,,,,,,,['Crvena Jabuka'],https://diskografija.com/pjesma/jukebox-9590.htm,Jukebox,,,,,,,,,"Pronađi me kao kopač
Kada nađe zlato
Ja ću te voljeti,
Nemoj da brineš za to

Ljubi me kao žena
Kad ljubi muškarca
Napusti me, kao što život
Napušta starca

Prestani plakati
Kad muzika svira,
Život je jukebox,
Svako svoju pjesmu bira

Ne daj da patim
K'o za gospodarom pas,
Daj mi snage,
Kao što autu daješ gas

Predi malo,
Samo frkćeš kao mačka,
Ukradi me, to nek' ti bude
Posljednja pljačka",Jukebox,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/jukebox.html,Crvena Jabuka,Jukebox,4:12,Svijet Je Lopta Šarena,,,,,nan-Svijet Je Lopta Šarena/nan-100 Originalnih Hitova
59,Fv0Kbouf_1_59,Crvena Jabuka,Crvena Jabuka,Kad ces mi doci,56849,"Kad ces mi doc'
pitala si me
svaka mi je noc
hladna bez tebe

Kad ces mi doc'
place mi se
bar jednu noc
sjeti me se
i doci cu, doci cu, doci
 
Kad oblaci podju vjetrovima
prospu kisu cvjetovima
i krevet za nama bude plakao
kad mjesec sunce otjera
kad za mnom krene potjera
kad raspise se ucjena
na moju glavu, glavu blesavu

Kad ces mi doc'
place mi se
bar jednu noc
sjeti me se
i doci cu, doci cu, doci


","https://tekstovi.net/2,240,12938.html",,Kad ćeš mi doći,When will you come to me,,"Kad ćeš mi doć'
1
pitala si me
svaka mi je noć
hladna bez tebe. Kad ćeš mi doć'
plače mi se
bar jednu noć
sjeti me se
i doći ću, doći ću, doći. Kad oblaci pođu vjetrovima
prospu kišu cvjetovima
i krevet za nama bude plakao
kad mjesec sunce otjera
kad za mnom krene potjera
kad raspiše se ucjena
na moju glavu, glavu blesavu. Kad ćeš mi doć'
plače mi se
bar jednu noć
sjeti me se
i doći ću, doći ću, doći","When will you come to me
you asked me
my every night
is cold without you. When will you come to me
I' feel like i wanna cry
at least one night
remember me
and i will come, i will come, come. When clouds go by the wind
spill the rain with the flowers
and bed starts to cry for us
when moon send away the sun
when for me chase starts
when the price is named
on my head, my stupid head. When will you come to me
I' feel like i wanna cry
at least one night
remember me
and i will come, i will come, come",https://lyricstranslate.com/en/kad-ces-mi-doci-when-will-you-come-me.html,['Zlatan Fazlić'],['Zlatan Fazlić'],['Crvena Jabuka'],https://diskografija.com/pjesma/kad-ces-mi-doci-9597.htm,Kad ćeš mi doći,['Nikša Bratoš'],1996 - U tvojim očima,2010 - Da nije ljubavi,,,,,,"Kad ćeš mi doc
Pitala si me
Svaka mi je noc
Hladna bez tebe
Kad ćeš mi doć
Plače mi se
Bar jednu noć
Sjeti me se
Doći ću doći ću doći

Kad oblaci pođu vjetrovima
Prospu kišu cvjetovima
I krevet za nama bude plakao
Kad mjesec sunce otjera
Kad za mnom krene potjera
Kad raspiše se ucjena
Na moju glavu glavu blesavu",Kad ćeš mi doć,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/kad-ces-mi-doc.html,Crvena Jabuka,Kad Ces Mi Doci,,25 Godina - Da Nije Ljubavi,2009.0,,,,2009.0-25 Godina - Da Nije Ljubavi
60,Fv0Kbouf_1_60,Crvena Jabuka,Crvena Jabuka,Kad je noc hladna i zvjezdana,33042,"Dos'o je iz nekog sela 
Bogu 'za ledjima 
nije se nad'o 
gradu i kulama 
tek da pokusa 

To ga je dovelo 
skoro do ludila 
dani k'o ciganska godina 
piva i rakija 
 
Nedeljom, koliko moze 
on se dotjera 
pa cipel cugom
do ""arilja"" gdje je 
radila Emira

Sa njim se jos 
kao dijete igrala 
bila mu je k'o rodjena 
jedina kojoj 
moze da se izjada 

Emira, sjetis li se 
rodnih krajeva 
zimi kada zvizdi kosava 
i snijeg napada 

Emira, kada cujem 
kuknjavu vjetrova 
vise me je strah Beograda 
od onih nasih vukova 

Nedelja nekako cudno 
prazna birtija 
rekli su mu da je otisla 
s nekim gazdom iz Kraljeva 

I danas dan kruzi prica 
medju alasima 
kad je noc hladna 
i zvjezdana 
k'o da iz rijeke 
neko doziva nekoga 
","https://tekstovi.net/2,240,12897.html",,Kad je noć hladna i zvjezdana,When the night is cold and full of stars (Emira),Crvena jabuka (1986),"Doš'o je iz nekog sela,
1
Bogu 'za leđima.
Nije se nad'o gradu i kulama,
tek da pokuša.. To ga je dovelo skoro do ludila,
dani k'o ciganska godina, pivo i rakija.. Nedeljom, koliko može,
on se dotjera.
Pa, cipel cugom, do ""Arilja"" gdje je
radila Emira.. Sa njim se još kao dijete igrala,
bila mu je k'o rođena,
jedina kojoj može da se izjada.. Emira, sjetiš li se rodnih krajeva?
Zimi, kada zviždi košava i snijeg napada?. Emira, kada čujem kuknjavu vjetrova,
više me je strah Beograda,
od onih naših vukova.. Nedelja, nekako čudno prazna birtija.
Rekli su mu da je otišla,
s nekim gazdom iz Kraljeva.. I danas dan kruži priča,
među alasima,
kad je noć hladna i zvjezdana,
k'o da iz rijeke neko doziva nekoga.","He came from a village
Somewhere behind Gods back
He didn't want the big town and the towers
But he had to try. That brough him to the brink of insanity,
Days like a gipsy years, beer and brandy. Sundays, he gets dressed up fancy
And then he goes to
""Arilj"" where Emira worked. She used to play with him when they were kids
She was for him like family
The only one, to whom he could cry himself out. Emira, do you remember the place we were born?
During the winter, when the wind is blowing and the snow falls?. Emira, when I hear the howling of the winds
I am more afraid of Belgrade, than of our wolves. Sundays, somehow weird, an empty bar
They told him that she left, with a rich man from Kraljevo. And even today, the tale is being told by the river fishers
That when the night is cold and full of stars
As if the river would call for someone. Emira, do you remember the place we were born?
During the winter, when the wind is blowing and the snow falls?. Emira, when I hear the howling of the winds
I am more afraid of Belgrade, than of our wolves",https://lyricstranslate.com/en/kad-je-no%C4%87-hladna-i-zvjezdana-when-night-cold-and-full-stars-emira.html,['Dražen Ričl'],['Dražen Ričl'],['Crvena Jabuka'],https://diskografija.com/pjesma/kad-je-noc-hladna-i-zvjezdana-emira-8014.htm,Kad je noć hladna i zvjezdana (Emira),['Željko Brodarić Jappa'],1986 - Crvena jabuka,2010 - Da nije ljubavi,,,,,,"doso je iz nekog sela
bogu za ledjima
nije se nado gradu i kulama
tek da pokusa
to ga je dovelo skoro do ludila
dani ko ciganska godina
pivo i rakija

nedjeljom koliko moze
on se dotjera
pa cipelcugom do arija
gdje je radila emira
sa njim se
jos kao dijete igrala
bila mu je ko rodjena
i jedina
kojoj moze da se izjada

emira
sjetis li se rodnih krajeva
kada zimi zvizdi kosava
i snijeg napada
emira
kada cujem kuknjavu vjetrova
vise me je strah beograda
od onih nasih vukova

nedjelja
nekako cudno prazna birtija
rekli su mu da je otisla
sa nekim gazdom iz kraljeva
i danas dan kruzi prica
medju alasima
kad je noc hladna i zvjezdana
ko da iz rijeke neko doziva
u nekoga",Kad je noć hladna i zvjezdana,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/kad-je-noc-hladna-i-zvjezdana.html,Crvena Jabuka,Kad Je Noć Hladna I Zvjezdana (Emira),,Crvena Jabuka,,Dražen Ričl,Dražen Ričl,,nan-Crvena Jabuka/2013.0-Original Album Collection
61,Fv0Kbouf_1_61,Crvena Jabuka,Crvena Jabuka,Kad kazaljke se poklope,133936,"Kad kazaljke se poklope
i kad se casa podigne
a moje zelje krenu
krenu da te potraze

Za kog su pjesme pjevane
ako nisu za tebe
pronadji me u sjecanju
i reci da li tebe miluju
 
Ref. 2x
Hladni prsti decembra
ide nova godina
tko ce bit' kraj tebe
kad kazaljke se poklope

Ref. 2x

Idu godine, idu godine
idu godine, idu godine","https://tekstovi.net/2,240,10323.html",,Kad kazaljke se poklope,When clock hands cover each other,,"Kad kazaljke se poklope,
1
I kad se èaša podigne,
A moje želje krenu,
Krenu da te potraže.. Za kog su pjesme pjevane,
Ako nisu za tebe,
Pronaði me u sjeæanju,
I reci da l' te miluju.. Hladni prsti decembra,
Ide nova godina,
Ko æe biti kraj tebe,
Kad kazaljke se poklope.","When clock hands cover each other
and the glass is raised
and my wishes set off,
set off to look for you. For whom the songs are sung
if not for you?
find me in your memories
and tell me, are they fondling you.... the cold fingers of December
The New Year is coming
who will be by your side
when clock hands cover each other?",https://lyricstranslate.com/en/kad-kazaljke-se-poklope-when-clock-hands-cover-each-other.html,['Zlatko Arslanagić'],['Zlatko Arslanagić'],['Crvena Jabuka'],https://diskografija.com/pjesma/kad-kazaljke-se-poklope-8042.htm,Kad kazaljke se poklope,['Zlatko Arslanagić'],1989 - Tamo gdje ljubav počinje,2008 - The ultimate collection,2010 - Da nije ljubavi,2010 - S druge strane sjećanja - video,,,,"Kad kazaljke se poklope,
I kad se casa podigne,
A moje zelje krenu,
Krenu da te potraze.

Za kog su pjesme pjevane,
Ako nisu za tebe,
Pronadi me u sjecanju,
I reci dal' te miluju.

Hladni prsti decembra,
Ide nova godina,
Ko ce biti kraj tebe,
Kad kazaljke se poklope.",Kad kazaljke sata se poklope,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/kad-kazaljke-sata-se-poklope.html,Crvena Jabuka,Kad Kazaljke Se Poklope,4:47,Kad Kazaljke Se Poklope,1988.0,,,,1988.0-Kad Kazaljke Se Poklope/nan-Uzmi Me (Kad Hoćeš Ti) Live/2009.0-25 Godina - Da Nije Ljubavi/2010.0-S Druge Strane Sjećanja/nan-- Christmas Limited Edition -
62,Fv0Kbouf_1_62,Crvena Jabuka,Crvena Jabuka,Kad s tobom nema me,2958,"Samo ja znam kako mi je
kad pred svima glumim srecu
a u crno srce bojim
jer vidjeti te vise necu

Samo ja znam kako mi je
kad svi misle da mi ide
da mi zivot nije bajka
ni da cuju, ni da vide
 
I krijem moja draga
da svaki dan je siv
ovu tugu cu u sebi 
nosit' ja dok sam ziv

Ref.
Kad s tobom nema me
nek' idu dani ovi
bez tebe kao da
tu samo sjenka stoji

Kad s tobom nema me
i nikad nece biti
nek' sad ne prestane
ni ova kisa liti

Kad s tobom nema me
nek' idu dani ovi
bez tebe kao da
tu samo sjenka stoji

Boze, kad joj nisam drag
u kamen me pretvori
i zadnja nada nek'
u pozaru izgori

Jer prokleto te srce 
ovo voli

Samo ja znam kako mi je
kad svi misle da mi ide
da mi zivot nije bajka
ni da cuju, ni da vide

I krijem moja draga
da svaki dan je siv
ovu tugu cu u sebi 
nosit' ja, dok sam ziv

Ref.","https://tekstovi.net/2,240,61822.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Kad S Tobom Nema Me,3:33,Sarajevo 1985.-2020.,,,,,nan-Sarajevo 1985.-2020.
63,Fv0Kbouf_1_63,Crvena Jabuka,Crvena Jabuka,Kad te jednom pitam,42418,"Koferi puni, dusa se topi
dok stojim tu na stanici
ova daljina snove mi topi
odavno sam u panici

Cekas me dugo, predugo sama
na tvome satu sad je noc
ti stisnes jastuk i krenes na put
snovi ti dodju u pomoc
 
Ref.
Kad te jednom pitam
koliko dugo sam od sna
ti gledaj me u oci
reci al' budi iskrena

Kad te jednom pitam
da l' sam tvoj jos uvijek ja
ti pazi sta ces reci 
to nisu samo rijeci
da l' sam tvoj jos uvijek ja
ti pazi sta ces reci 
to nisu samo rijeci prazne

Vatra se gasi, srce se hladi
i to je istina zar ne
zasto bi i ti grijala gnijezdo
k'o da je samo za tebe

Koferi puni zelja i slutnji
nosim ih na ramenima
treba mi samo jedno od tebe
u oci da me pogledas

Ref.

Kad te jednom pitam
da l' sam tvoj jos uvijek ja
ti pazi sta ces reci 
to nisu samo rijeci
da l' sam tvoj jos uvijek ja
ti pazi sta ces reci 
to nisu samo rijeci

Da ' sam tvoj jos uvijek ja
ti pazi sta ces reci
to nisu samo reci
ti pazi sta ces reci 
to nisu samo rijeci prazne","https://tekstovi.net/2,240,22304.html",,,,,,,,['Dino Šaran'],['Dino Šaran'],['Crvena Jabuka'],https://diskografija.com/pjesma/kad-te-jednom-pitam-15601.htm,Kad te jednom pitam,['Nikša Bratoš'],,,,,,,,"Koferi puni
Duša se topi
Dok stojim tu na stanici
Ova daljina
Snove mi popi
Odavno sam u panici

Čekaš me dugo
Predugo sama
Na tvome satu sad je noć
I stisneš jastuk
I kreneš na put
Snovi ti dođu upomoć

Kad te jednom pitam
Koliko dugo sam od sna
Ti gledaj me u oči
Reci, al' budi iskrena

Kad te jednom pitam
Dal' sam tvoj još uvijek ja
Ti pazi šta ćeč reći
To nisu samo riječi

Dal' sam tvoj još uvijek ja
Ti pazi šta ćeš reći
To nisu samo riječi
Prazne...

Vatra se gasi
Srce se hladi
I to je istina zar ne
Zašto bi i ti
Grijala gnijezdo
K'o da je samo za tebe

Koferi puni
Želja i slutnji
Nosim ih na ramenima
Treba mi samo, jedno od tebe
U oči da me pogledaš",Kad te jednom pitam,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/kad-te-jednom-pitam.html,Crvena Jabuka,Kad Te Jednom Pitam,4:27,Tvojim Željama Vođen,,,,,nan-Tvojim Željama Vođen
64,Fv0Kbouf_1_64,Crvena Jabuka,Crvena Jabuka,Kao da sanjam,48091,"Voljeni rekla je njeznost potekla je
po licu malom pjegavom
nisam uzvratio ali sam shvatio
da vjecno ostacu s njom

Uz casu ludila ona je nudila
mrvicu bistrih pogleda
poslije svih padova bagre i gadova
ona je prva pobjeda
 
Ref.
Gori glad u ocima
lagano me uzima da me nikad ne vrati
nikom nisam rekao
ja sam na nju cekao da mi dane pozlati

Gdje se sakrivala i kud je plivala
do ove noci plamene
gospod je skrojio, biser obojio
samo za nebo i za mene

U mraku kosulja ko bijela pahulja
i meka ruka nudjena
nisam uzvratio ali sam shvatio
ona je meni sudjena

Ref. 2x","https://tekstovi.net/2,240,16122.html",,,,,,,,['Jasminko Šetka'],['Aleksandar Popov'],['Crvena Jabuka'],https://diskografija.com/pjesma/kao-da-sanjam-2000.htm,Kao da sanjam,['Nikša Bratoš'],1996 - U tvojim očima,2002 - The best of Tutico 6 - 20th Century love,2010 - Da nije ljubavi,,,,,"Voljeni rekla je, nježnost potekla je
Po licu malom pjegavom
Nisam uzvratio, ali sam shvatio
Da vječno ostat ću s njom

Uz čašu ludila ona je nudila
Mrvicu bistrih pogleda
Poslije svih padova, bagre i gadova
Ona je prva pobjeda

Gori glad u očima, lagano me uzima
Da me nikad ne vrati
Nikom nisam rekao, ja sam na nju čekao
Da mi dane pozlati

Gdje se skrivala, i kud je plivala
Do ove noći plamene
Gospod je skrojio, biser obojio
Samo za nebo i za mene

U mraku košulja ko bijela pahulja
I meka ruka nuđena
Nisam uzvratio ali sam shvatio
Ona je meni suđena",Kao da sanjam,https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/kao-da-sanjam.html,Crvena Jabuka,Kao Da Sanjam,,U Tvojim Očima,,,,,nan-U Tvojim Očima/2009.0-25 Godina - Da Nije Ljubavi/2016.0-Greatest Hits Collection
65,Fv0Kbouf_1_65,Crvena Jabuka,Crvena Jabuka,Kao nas dvoje,3881,"Laz opet salje vojske i straze
pusti ih, pusti, neka nas traze
dok pijemo ljubav k'o pustinja kise
nikad nas nece pronaci vise

Hej, pospi me sobom k'o carobnim prahom
udahni nocas k'o posljednjim dahom
sto bi tko znao u kojem smo vlaku
i da se vidimo i u mraku
 
Ref.
Hej, na na na na
ko bi nas trazio u Ljubljani
ovako lude na istoj strani
ko bi nas nasao gore u Celju
ovako skrivene u strast i zelju

Ko bi nas trazio sred Crne Gore
ovako jake k'o divlje more
ko bi nas nasao u srcu Bosne
ovako pijane i prkosne

Ti, budi mi uvijek sretna i posebna
ne skidaj ta krila andjela
ni prije ni posije, jedino moje
nitko i nikad kao nas dvoje

Ref. 2x

Ovako pijane i prkosne","https://tekstovi.net/2,240,57521.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Kao Nas Dvoje,4:03,Nocturno,,,,,nan-Nocturno
66,Fv0Kbouf_1_66,Crvena Jabuka,Crvena Jabuka,Kletva,19289,"Nocu se drugacije zivot vidi
sve se cudno pomakne
sjedim sam a ruka mi trazi nekog
trazi nekog da dotakne

 Ref. 2x
Cija li je ova kletva
dal od ljudi ili od Boga
pa da nigdje nemam nikoga
 
Cija me je suza stigla
gorka hladna crne boje
pa mi dusu cijepa na dvoje


Stavit cu pod uzglavlje
suho smilje dvije ruze i bosilje
da mirisom omami misli ruzne
dok se vani ne razdani

Ref. 3x","https://tekstovi.net/2,240,30234.html",,,,,,,,,,"['Željko Bebek', 'Crvena Jabuka']",https://diskografija.com/pjesma/kletva-15878.htm,Kletva,,,,,,,,,"Noću se drugačije život vidi
Sve se čudno pomakne
Sjedim sam, a ruka mi traži nekog
Traži nekog da dotakne

Čija li je ova kletva
Da l' od ljudi ili od Boga
Pa da nigdje nemam nikoga

Čija me je suza stigla
Gorka hladna crne boje
Pa mi dušu cijepa na dvoje

Stavit ću pod uzglavlje
Suho smilje, dvije ruže i bosilje
Da mirisom omami misli ružne
Dok se vani ne razdani",Kletva (Željko Bebek),https://cuspajz.com//tekstovi-pjesama/pjesma/crvena-jabuka/kletva-duet-zeljko-bebek.html,Crvena Jabuka,Kletva,,Za Tvoju Ljubav,,,,,nan-Za Tvoju Ljubav/nan-100 Originalnih Hitova
67,Fv0Kbouf_1_67,Crvena Jabuka,Crvena Jabuka,Krugovi u zitu,1007,"Boje ceznje i taj divlji kesten
krik planine i nestvarne slike
jos pratis momke u vojnike
da cuvaju u toj kosi jesen

Kradem te najskuplje price
ulje na platnu, najbolje slike
miris smokava i razglednice
ljubav za slucajne prolaznike, ej
 
Ref. 2x 
Tako slatko hoces da me kupis
najbolje zrno ostaje u situ
zlatnu kosu na verandi susis
(zagrli me i ne boj se zime)
jos nas griju krugovi u zitu

I pokupi taj osmijeh sa ulice
znakove kraj puta sa bilboarda slike
a ti jos suzu pustis na sitnice
jos pratis momke u vojnike

Kradem te najskuplje price
ulje na platnu, najbolje slike
miris smokava i razglednice
ljubav za slucajne prolaznike

Ref.","https://tekstovi.net/2,240,61825.html",,,,,,,,,,,,,,,,,,,,,,,,Crvena Jabuka,Krugovi U Žitu,3:55,Tvrđava,,,,,nan-Tvrđava
