Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Arranged By_discogs,Music By_discogs,Backing Vocals_discogs,Written By_discogs,Conductor_discogs,Orchestra_discogs,Performer_discogs,Choir_discogs,Ensemble_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Adapted By (Text)_discogs,Transferred By_discogs,Adapted By_discogs,Music By [Miscredited]_discogs,Music By [Uncredited]_discogs,Engineer_discogs,Producer_discogs,Backing Band_discogs,Guest_discogs,Composed By_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Vjenčanja Neće Biti,,Zvonimir Golob,Vjenčanja Neće Biti / Moja Djevojka Marija,1969.0,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Vjenčanja Neće Biti / Moja Djevojka Marija,1969.0-Vjenčanja Neće Biti / Moja Djevojka Marija/nan-Krunoslav Slabinac
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Marija,,John Szego,Vjenčanja Neće Biti / Moja Djevojka Marija,1969.0,Maja Perfiljeva,,,,,,,,,,,,,,,,,,,,,,,1969.0-Vjenčanja Neće Biti / Moja Djevojka Marija,1969.0-Vjenčanja Neće Biti / Moja Djevojka Marija
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Jednom U Životu,,,Jednom U Životu / Ne Shvaćam Te,1969.0,Arsen Dedić,Ivan Kelemen,Arsen Dedić,,,,,,,,,,,,,,,,,,,,,1969.0-Jednom U Životu / Ne Shvaćam Te,1969.0-Jednom U Životu / Ne Shvaćam Te
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ne Shvaćam Te,,,Jednom U Životu / Ne Shvaćam Te,1969.0,Ivica Krajač,Stipica Kalogjera,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,1969.0-Jednom U Životu / Ne Shvaćam Te,1969.0-Jednom U Životu / Ne Shvaćam Te
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Plavuša,,Krunoslav Kićo Slabinac,Plavuša / Taj Dan,,,,,,,,,,,,,,,,,,,,,,,,,nan-Plavuša / Taj Dan,nan-Plavuša / Taj Dan/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Taj Dan (One Day),,Les Reed,Plavuša / Taj Dan,,Maja Perfiljeva,,,"Vokalni Kvartet ""Admira""",,,,,,,,,,,,,,,,,,,,nan-Plavuša / Taj Dan,nan-Plavuša / Taj Dan
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ne Pitaj S Kim Ni Zašto,,,Ne Pitaj S Kim Ni Zašto / Da Li Znaš,1970.0,Ivica Krajač,,,,J. Paay,,,,,,,,,,,,,,,,,,,1970.0-Ne Pitaj S Kim Ni Zašto / Da Li Znaš,1970.0-Ne Pitaj S Kim Ni Zašto / Da Li Znaš
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Da Li Znaš,,,Ne Pitaj S Kim Ni Zašto / Da Li Znaš,1970.0,Krunoslav Kićo Slabinac,,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,1970.0-Ne Pitaj S Kim Ni Zašto / Da Li Znaš,1970.0-Ne Pitaj S Kim Ni Zašto / Da Li Znaš/nan-Da L' Se Sjećaš/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Više Nećeš Biti Moja,,,Više Nećeš Biti Moja,1970.0,Aleksandar Korać,Ivan Kelemen,Aleksandar Korać,,,,,,,,,,,,,,,,,,,,,1970.0-Više Nećeš Biti Moja,1970.0-Više Nećeš Biti Moja/nan-Više Nećeš Biti Moja / Cvijet Čežnje/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2010.0-Najljepše Ljubavne Pjesme
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,U Dugim Noćima,,,"U Dugim Noćima / Angela, Čekaj Me",,Kemal Monteno,,Esad Arnautalić,,,Ivan Kelemen,Zabavni Orkestar,"Vokalni Kvartet ""Studio""",,,,,,,,,,,,,,,,"nan-U Dugim Noćima / Angela, Čekaj Me","nan-U Dugim Noćima / Angela, Čekaj Me/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2005.0-Pusti Da Te Prebolim/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Angela, Čekaj Me",,,"U Dugim Noćima / Angela, Čekaj Me",,Gjoko Georgiev,,Dimitar Masevski,,,Mario Rijavec,Zabavni Orkestar RTV Ljubljana,,,,,,,,,,,,,,,,,"nan-U Dugim Noćima / Angela, Čekaj Me","nan-U Dugim Noćima / Angela, Čekaj Me"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Cvijet Čežnje,,,Više Nećeš Biti Moja / Cvijet Čežnje,,Tomislav Zuppa,Nikica Kalogjera,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,nan-Više Nećeš Biti Moja / Cvijet Čežnje,nan-Više Nećeš Biti Moja / Cvijet Čežnje/1982.0-Moj Marjane Adio/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tragovi,,,Tragovi / Živim Svoj Život,1971.0,Damir Opačić,,Mihailo Živanović,,,,,,,,,,,,,,,,,,,,,1971.0-Tragovi / Živim Svoj Život,1971.0-Tragovi / Živim Svoj Život
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Živim Svoj Život,,,Tragovi / Živim Svoj Život,1971.0,Krunoslav Kićo Slabinac,,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,1971.0-Tragovi / Živim Svoj Život,1971.0-Tragovi / Živim Svoj Život/nan-Da Sam Tvoje Riječi Slušao Majko/nan-Sve Najbolje!
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Čija Si,,,Čija Si,1971.0,Blagoja Stefanovski,,Slave Dimitrov,,,,,,,,,,,,,,,,,,,,,1971.0-Čija Si,1971.0-Čija Si/nan-Da Sam Tvoje Riječi Slušao Majko
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tvoje Pismo,,,Čija Si,1971.0,Branko Karakaš,,Mihailo Živanović,,,,,,,,,,,,,,,,,,,,,1971.0-Čija Si,1971.0-Čija Si
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tri Slatke Riječi,,,Tri Slatke Riječi / Lamento,,Krunoslav Kićo Slabinac,,Krunoslav Kićo Slabinac,,,Petar Sam,,Plavi Ansambl,,,,,,,,,,,,,,,,nan-Tri Slatke Riječi / Lamento,nan-Tri Slatke Riječi / Lamento/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama/0.0-Tri Slatke Riječi
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Lamento,,,Tri Slatke Riječi / Lamento,,Tomislav Zuppa,,Zdenko Runjić,,,Vinko Lesić,"Festivalski Orkestar ""Split""",,,,,,,,,,,,,,,,,nan-Tri Slatke Riječi / Lamento,nan-Tri Slatke Riječi / Lamento/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Pusti Da Te Vodim,,,Pusti Da Te Vodim / Nemoj Biti Sretna,,Dragutin Britvić,,Stipica Kalogjera,,,Stipica Kalogjera,"Festivalski Zabavni Orkestar ""Zagreb""",,"Festivalski Zabavni Orkestar ""Zagreb""",,,,,,,,,,,,,,,nan-Pusti Da Te Vodim / Nemoj Biti Sretna,nan-Pusti Da Te Vodim / Nemoj Biti Sretna
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Nemoj Biti Sretna,,,Pusti Da Te Vodim / Nemoj Biti Sretna,,Maja Perfiljeva,,Ivan Kelemen,,,Stanko Selak,"Festivalski Zabavni Orkestar ""Zagreb""",,,,,,,,,,,,,,,,,nan-Pusti Da Te Vodim / Nemoj Biti Sretna,nan-Pusti Da Te Vodim / Nemoj Biti Sretna
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tvoj Dječak Je Tužan,,,Tvoj Dječak Je Tužan,,,,,,,Jože Privšek,Revijski Orkestar RTV Ljubljana,,,,,,,,,,,,,,,,,nan-Tvoj Dječak Je Tužan,nan-Tvoj Dječak Je Tužan/nan-Da Sam Tvoje Riječi Slušao Majko/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,I Gori Nego Ja,,,Tvoj Dječak Je Tužan,,,,,,,Ivan Kelemen,Zabavni Orkestar,,,,,,,,,,,,,,,,,nan-Tvoj Dječak Je Tužan,nan-Tvoj Dječak Je Tužan
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tužna Je Anuška,,,Krunoslav Slabinac Kićo,,Maja Perfiljeva,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Rosemary,,,Krunoslav Slabinac Kićo,,Tatjana Jokanović,Ivan Kelemen,Miroslav Balta,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Uspavanka,,,Krunoslav Slabinac Kićo,,Branko Mihaljević,Ivan Kelemen,Branko Mihaljević,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Sinu,,,Krunoslav Slabinac Kićo,,Tonko Jović,Ivan Kelemen,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ti Koju Znam,,,Krunoslav Slabinac Kićo,,Ivica Krajač,Stipica Kalogjera,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ti Ne Znaš Koliko Te Volim,,,Krunoslav Slabinac Kićo,,Tomislav Hin,Ivan Kelemen,J. Sabo,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo/nan-Krunoslav Slabinac
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Uvijek Kad Si Sa Mnom Ti,,,Krunoslav Slabinac Kićo,,Ivica Krajač,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tko Si Ti,,,Krunoslav Slabinac Kićo,,Arsen Dedić,Silvije Glojnarić,Silvije Glojnarić,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Takav Sam,,,Krunoslav Slabinac Kićo,,Dragutin Britvić,Miljenko Prohaska,Miljenko Prohaska,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,U Tvome Naručju,,,Krunoslav Slabinac Kićo,,Mišo Doležal,Radan Bosner,Radan Bosner,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ne Vjeruj,,,Krunoslav Slabinac Kićo,,Arsen Dedić,Arsen Dedić,Arsen Dedić,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Maškarada,,,Krunoslav Slabinac Kićo,,Mišo Doležal,Ivan Kelemen,Zdeněk Marat,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac Kićo,nan-Krunoslav Slabinac Kićo
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Zbog Jedne Divne Crne Žene,,,"Zbog Jedne Divne Crne Žene / Sviraj, Svirče",,,,,,,,,,,,,,,,,,,,,,,,,"nan-Zbog Jedne Divne Crne Žene / Sviraj, Svirče","nan-Zbog Jedne Divne Crne Žene / Sviraj, Svirče/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Sviraj, Svirče",,,"Zbog Jedne Divne Crne Žene / Sviraj, Svirče",,,,,,,,,,,,,,,,,,,,,,,,,"nan-Zbog Jedne Divne Crne Žene / Sviraj, Svirče","nan-Zbog Jedne Divne Crne Žene / Sviraj, Svirče/nan-Krunoslav Slabinac/2007.0-The Platinum Collection"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Život Bez Tebe,,Krunoslav Kićo Slabinac,Život Bez Tebe / Dajem Ti Svoju Riječ,1973.0,,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,,1973.0-Život Bez Tebe / Dajem Ti Svoju Riječ,1973.0-Život Bez Tebe / Dajem Ti Svoju Riječ/nan-Krunoslav Slabinac/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Dajem Ti Svoju Riječ,,,Život Bez Tebe / Dajem Ti Svoju Riječ,1973.0,Ivica Krajač,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,1973.0-Život Bez Tebe / Dajem Ti Svoju Riječ,1973.0-Život Bez Tebe / Dajem Ti Svoju Riječ/nan-Da Sam Tvoje Riječi Slušao Majko/nan-Sve Najbolje!
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Plavi Pingvin,,,Plavi Pingvin / Poljubi Me Za Sretan Put,,Ratimir Vince,Đorđe Novković,Đorđe Novković,,,Krešimir Oblak,,,,,,,,,,,,,,,,,,nan-Plavi Pingvin / Poljubi Me Za Sretan Put,nan-Plavi Pingvin / Poljubi Me Za Sretan Put
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Poljubi Me Za Sretan Put,,Alfi Kabiljo,Plavi Pingvin / Poljubi Me Za Sretan Put,,,,,,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,nan-Plavi Pingvin / Poljubi Me Za Sretan Put,nan-Plavi Pingvin / Poljubi Me Za Sretan Put/nan-Da Sam Tvoje Riječi Slušao Majko/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Idi,,,Idi / Pokloni Mi Jedan Dan,,Pajo Kanižaj,,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,nan-Idi / Pokloni Mi Jedan Dan,nan-Idi / Pokloni Mi Jedan Dan
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Pokloni Mi Jedan Dan,,,Idi / Pokloni Mi Jedan Dan,,Krunoslav Kićo Slabinac,,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,nan-Idi / Pokloni Mi Jedan Dan,nan-Idi / Pokloni Mi Jedan Dan/nan-Da Sam Tvoje Riječi Slušao Majko/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Bećarac,,,Bećarac,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bećarac,nan-Bećarac/2010.0-Vesela Je Šokadija/nan-Untitled
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Zora Rudi, Dan Se Bijeli",,,Bećarac,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bećarac,nan-Bećarac
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Svi Se Momci Oženiše,,,Bećarac,,,,,,,,,,,,,,,,,,,,,,,,,nan-Bećarac,nan-Bećarac/nan-Svatovac/1984.0-Svatovac / Svi Se Momci Oženiše/2010.0-Vesela Je Šokadija
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Slavonijo, Zemljo Plemenita",,,Bećarac,,,Zvonimir Palošek,,,,,,,,,,,,,,,,,,,,,,nan-Bećarac,nan-Bećarac/1984.0-Kad Čujem Tambure
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Balada O Ženi I Djetetu,,,Balada O Ženi I Djetetu / Ostavljaš Me Samog,,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,,,nan-Balada O Ženi I Djetetu / Ostavljaš Me Samog,nan-Balada O Ženi I Djetetu / Ostavljaš Me Samog/nan-Krunoslav Slabinac/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2007.0-The Platinum Collection
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ostavljaš Me Samog,,,Balada O Ženi I Djetetu / Ostavljaš Me Samog,,Kemal Monteno,,,,,,,,,,,,,,,,,,,,,,,nan-Balada O Ženi I Djetetu / Ostavljaš Me Samog,nan-Balada O Ženi I Djetetu / Ostavljaš Me Samog/nan-Da Sam Tvoje Riječi Slušao Majko/nan-Sve Najbolje!
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Da Sam Tvoje Riječi Slušao, Majko",,,"Da Sam Tvoje Riječi Slušao, Majko / Budi To Što Jesi",1974.0,Arsen Dedić,Ivan Kelemen,,,,Ivan Kelemen,,,,,,,,,,,,,,,,,,"1974.0-Da Sam Tvoje Riječi Slušao, Majko / Budi To Što Jesi","1974.0-Da Sam Tvoje Riječi Slušao, Majko / Budi To Što Jesi/nan-Sve Najbolje!/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Budi To Što Jesi,,,"Da Sam Tvoje Riječi Slušao, Majko / Budi To Što Jesi",1974.0,Ivica Krajač,Krunoslav Kićo Slabinac,,,,Ivan Vanja Lisak,,,,,,,,,,,,,,,,,,"1974.0-Da Sam Tvoje Riječi Slušao, Majko / Budi To Što Jesi","1974.0-Da Sam Tvoje Riječi Slušao, Majko / Budi To Što Jesi/nan-Da Sam Tvoje Riječi Slušao Majko/nan-Da L' Se Sjećaš/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tko Će Te Tako Zavoljeti,,,Tko Će Te Tako Zavoljeti / Znam Da Nisi Sretna,1974.0,Maja Perfiljeva,,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,1974.0-Tko Će Te Tako Zavoljeti / Znam Da Nisi Sretna,1974.0-Tko Će Te Tako Zavoljeti / Znam Da Nisi Sretna/nan-Da Sam Tvoje Riječi Slušao Majko/nan-Sve Najbolje!/2007.0-The Platinum Collection
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Znam Da Nisi Sretna,,,Tko Će Te Tako Zavoljeti / Znam Da Nisi Sretna,1974.0,Ivica Krajač,,Ivan Vanja Lisak,,,,,,,,,,,,,,,,,,,,,1974.0-Tko Će Te Tako Zavoljeti / Znam Da Nisi Sretna,1974.0-Tko Će Te Tako Zavoljeti / Znam Da Nisi Sretna/nan-Da Sam Tvoje Riječi Slušao Majko
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Kad Čujem Tambure,,Traditional,Kad Čujem Tambure / Lijepa Moja Slavonija,1974.0,,,,,,,,,,,,,,,,,,,,,,,,1974.0-Kad Čujem Tambure / Lijepa Moja Slavonija,1974.0-Kad Čujem Tambure / Lijepa Moja Slavonija/1984.0-Kad Čujem Tambure/2006.0-Zlatna Kolekcija/2010.0-Vesela Je Šokadija/nan-Untitled
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Lijepa Moja Slavonija,,,Kad Čujem Tambure / Lijepa Moja Slavonija,1974.0,Ante Gardaš,,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,1974.0-Kad Čujem Tambure / Lijepa Moja Slavonija,1974.0-Kad Čujem Tambure / Lijepa Moja Slavonija/2006.0-Zlatna Kolekcija
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,U Ime Slobode,,,U Ime Slobode,1974.0,,Nikica Kalogjera,,,,Milan Bašić,Simfonijski Orkestar RTZ,,,"Vokalni Kvartet ""Studio""",,,,,,,,,,,,,,1974.0-U Ime Slobode,1974.0-U Ime Slobode
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Povečerje,,,U Ime Slobode,1974.0,,Ivan Kelemen,,,,Ivan Kelemen,Zabavni Orkestar,,Mješoviti Zbor RTV Zagreb,,,,,,,,,,,,,,,1974.0-U Ime Slobode,1974.0-U Ime Slobode
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Cvijet Čežnje / Dalmacijo,,,Krunoslav Slabinac,,Tomislav Zuppa,Nikica Kalogjera,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac,nan-Krunoslav Slabinac
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Bila Si Djevojčica,,,Krunoslav Slabinac,,Zdenko Runjić,Ivan Kelemen,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,nan-Krunoslav Slabinac,nan-Krunoslav Slabinac/nan-Sve Najbolje!/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Na Kraj Sela Čađava Mehana,,Traditional,Na Kraj Sela Čađava Mehana,1975.0,,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,,1975.0-Na Kraj Sela Čađava Mehana,1975.0-Na Kraj Sela Čađava Mehana
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Ljubavi, Ljubavi Lijepo Ti Je Ime",,,Na Kraj Sela Čađava Mehana,1975.0,Tomislav Zuppa,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,1975.0-Na Kraj Sela Čađava Mehana,1975.0-Na Kraj Sela Čađava Mehana/nan-Da Sam Tvoje Riječi Slušao Majko/2007.0-The Platinum Collection
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Oko Moje Plavo I Garavo,,,"Oko Moje Plavo I Garavo / Volim Diku, Dika Za Mnom Gine",1975.0,,,,,,,,,,,,,,,,,,,,,,,,"1975.0-Oko Moje Plavo I Garavo / Volim Diku, Dika Za Mnom Gine","1975.0-Oko Moje Plavo I Garavo / Volim Diku, Dika Za Mnom Gine"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Volim Diku, Dika Za Mnom Gine",,,"Oko Moje Plavo I Garavo / Volim Diku, Dika Za Mnom Gine",1975.0,,,,,,,,,,,,,,,,,,,,,,,,"1975.0-Oko Moje Plavo I Garavo / Volim Diku, Dika Za Mnom Gine","1975.0-Oko Moje Plavo I Garavo / Volim Diku, Dika Za Mnom Gine"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Kol'kor Kapljic, Tol'ko Let",,,"Kol'kor Kapljic, Tol'ko Let / So Očka Mi D'jali",1975.0,,,,,,,,,,,,,,,,,,,,,,,,"1975.0-Kol'kor Kapljic, Tol'ko Let / So Očka Mi D'jali","1975.0-Kol'kor Kapljic, Tol'ko Let / So Očka Mi D'jali"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,So Očka Mi D'jali,,,"Kol'kor Kapljic, Tol'ko Let / So Očka Mi D'jali",1975.0,,,,,,,,,,,,,,,,,,,,,,,,"1975.0-Kol'kor Kapljic, Tol'ko Let / So Očka Mi D'jali","1975.0-Kol'kor Kapljic, Tol'ko Let / So Očka Mi D'jali"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Hej Bećari,,,Hej Bećari,,Ante Gardaš,,Traditional,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ne Plači Draga,,,Hej Bećari,,Stjepan Babić,,Traditional,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Gori Lampa Na Srid Vinkovaca,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Crne Oči Dobro Vide,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari/2006.0-Zlatna Kolekcija
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Peče Čiča Rakiju,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari/1984.0-Kad Čujem Tambure/2010.0-Vesela Je Šokadija/nan-Untitled
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Svekrva,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Slavonsko Kolo,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari/2006.0-Zlatna Kolekcija/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Zora Rudi,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari/1984.0-Kad Čujem Tambure
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tekla Voda Karašica,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari/2010.0-Vesela Je Šokadija/nan-Untitled
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Našim Šorom Jagodo,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Digni Kajo, Kraj Od Šlingeraja",,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari
