Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Album_3_diskografija,Aranžman_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Featuring_discogs,All_albums_discogs
47,vpm1INqf_1_47,Mladen Grdović,Mladen Grdović,"Neka, neka, nek se zna",8998,"Zasto mi lazes, zasto me mucis
ides u kino, a kazes da ucis
zasto me mucis, zasto mi lazes
opet te nema iako kazes

Ne mogu ti nikad reci sve sto hocu 
ne vidjam te cesto pa te sanjam nocu
 
Ref.
Neka, neka, nek se zna
 volio sam samo ja
a ti si se poigrala 
za tebe je ljubav sala
neka, neka, nek se zna

Cekam te pred skolom, cekam da te pratim
al' uvijek tako sam se kuci vratim
s nekim uvijek pricas kad ti zelim prici
do tvoga srca nikad necu stici

Ref. 2x","https://tekstovi.net/2,777,34179.html",,Neka neka nek se zna,"Let, Let, Let It Be Known",,"Zašto me lažeš, zašto me mučiš
Ideš u kino a kažeš da učiš
Zašto me mučiš, zašto me lažeš
Opet te nema iako kažeš. Ne mogu ti nikad reći sve što hoću
Ne viđam te često pa te sanjam noću. Neka, neka, nek se zna
Volio sam samo ja
A ti si se poigrala
Za tebe je ljubav šala
Neka, neka, nek se zna
A ti si se poigrala
Za tebe je ljubav šala
Neka neka nek se zna. Čekam te pred školom, želim da te pratim
Al' uvijek tako sam se kući vratim
S nekim uvijek pričaš kad ti želim prići
Do tvoga srca nikad neću stići. Ne mogu ti nikad reći sve što hoću
Ne viđam te često pa te sanjam noću. Neka, neka, nek se zna
Volio sam samo ja
A ti si se poigrala
Za tebe je ljubav šala
Neka, neka, nek se zna
A ti si se poigrala
Za tebe je ljubav šala
Neka neka nek se zna","Why do you lie to me, why do you torture me
You go to movies, and you say you're studying
Why do torture me, why do you lie to me
Again you're not here although you said. I can never tell you all I want
I don't see you often so I dream of you at night. Let, let, let it be known
Only I loved
And you played around
For you, love is a joke
Let, let, let it be known
And you played around
For you, love is a joke
Let, let, let it be known. I wait for you in front of school, I want to follow you
But like that, I always alone I come back
You're always talking to someone when I want to come to you
To your heart - I'll never arrive. I can never tell you all I want
I don't see you often so I dream of you at night. Let, let, let it be known
Only I loved
And you played around
For you, love is a joke
Let, let, let it be known
And you played around
For you, love is a joke
Let, let, let it be known",https://lyricstranslate.com/en/neka-neka-nek-se-zna-let-let-let-it-be-known.html,,,,,,,,,,,,,,Mladen Grdović,"Neka, Neka, Nek Se Zna",3:02,Željko Krznarić,Nedostaješ Mi Ti,1993.0,Đorđe Novković,,1993.0-Nedostaješ Mi Ti/2014.0-50 Originalnih Pjesama
48,vpm1INqf_1_48,Mladen Grdović,Mladen Grdović,Nije meni lako,728,"Sto me pitas, kako mi je
nije meni lako
jos se ne dam, moj zivote
sve mi ide naopako

Opet nemam miran san
opet sanjam usne tvoje
ti u dusi, ja uz casu
traze te oci i srce moje
 
Opet sanjam tvoje lice
opet trazim ruke tvoje
ti u dusi, ja uz casu
traze te oci i srce moje

Ref.
Sto me pitas, kako mi je
nije meni lako
jos se ne dam, moj zivote
sve mi ide naopako

Kako mi je, tako mi je
nije meni lako
jos se ne dam, moj zivote
sve mi ide naopako

Opet nocas srce luta
opet sanjam lice tvoje
ti u dusi, ja uz casu
traze te oci i srce moje

Ref.

Jos se ne dam, moj zivote
sve mi ide naopako

Sto me pitas, kako mi je","https://tekstovi.net/2,777,63427.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,vpm1INqf_1_49,Mladen Grdović,Mladen Grdović,Nije u soldima sve (duet Bepo Matesic),61538,"Tamo gdje val ljubi moj kamen
tamo gdje rodjen sam ja
tamo cu doc i baciti sidro
nemirnog zivota mog
reka sam ja nema tu srice
sine moj, vrati se ti 
 
Ref. 2x
Nije u soldima sve
neka te tu kraj mene
sva u zlatu nek sja 
mati Dalmacija

Nosi me olujno more, grize me sol
i svako svitanje zore nova je bol
gorko je vino zbog tebe 
sto pijem ga ja

Tamo gdje val ljubi moj kamen
tamo gdje rodjen sam ja
tamo cu doc i baciti sidro
nemirnog zivota mog
reka sam ja nema tu srice
sine moj, vrati se ti 

Ref.","https://tekstovi.net/2,777,20440.html","M. Grdovic, N. Nincević, S. Kalogjera",Nije u šoldima sve,Money isn't everything,,"Tamo gdje val ljubi moj kamen,
1
Tamo gdje rođen sam ja...
Tamo ću doć i baciti sidro
Nemirnog života mog.... Reka sam ja - nema tu sriće,
Sine moj, vrati se ti.... (Pripjev)
Nije u šoldima sve! Neka te tu kraj mene,
Sva u zlatu nek' sja mati Dalmacija...
Nije u šoldima sve! Neka te tu kraj mene,
Sva u zlatu nek' sja mati Dalmacija.... Nosi me olujno more, grize me sol
I svako svitanje zore nova je bol.... Gorko je vino zbog tebe što pijem ga ja.... Tamo gdje val ljubi moj kamen,
Tamo gdje rođen sam ja...
Tamo ću doć i baciti sidro
Nemirnog života mog.... Reka sam ja - nema tu sriće,
Sine moj, vrati se ti.... (Pripjev). Sva u zlatu nek' sja mati Dalmacija!","There, where the wave kisses my stone
There, where I was born
That's where I'll go and throw an anchor
Of my restless life. I said: ""There's no happiness
Come back, my son.... Money isn't everything, may you stay next to me
May mother Dalmatia shine covered in gold
Money isn't everything, may you stay next to me
May mother Dalmatia shine covered in gold. The stormy sea is carrying me, the salt is biting me
And every dawning is new pain for me
The wine that I'm drinking because of you is bitter",https://lyricstranslate.com/en/nije-u-%C5%A1oldima-sve-money-isnt-everything.html,,,,,,,,,,,"Tamo gdje val ljubi moj kamen,
tamo gdje rođen sam ja...
tamo ću doć' i baciti sidro
nemirnog života mog...

Reka' sam ja, nema tu sriće,
sine moj, vrati se ti...

Nije u šoldima sve, neka te tu kraj mene,
sva u zlatu nek' sja mati Dalmacija...
Nije u šoldima sve, neka te tu kraj mene,
sva u zlatu nek' sja mati Dalmacija...

Nosi me olujno more, grize me sol
i svako svitanje zore nova je bol...
gorko je vino zbog tebe što pijem ga ja...",Nije u šoldima sve,https://cuspajz.com//tekstovi-pjesama/pjesma/mladen-grdovic/nije-u-soldima-sve.html,Mladen Grdović,Nije U Šoldima Sve,,,Nije U Šoldima Sve,,,,nan-Nije U Šoldima Sve/nan-18 Zlatnih Hitova/nan-Za Sva Vrimena - Mix Hitova/nan-Največi Hitovi Dalmacije/2007.0-Zlatna Kolekcija/2009.0-Evo Mene Moji Ljudi! (Koncert)/2010.0-Evo Mene Moji Ljudi/2014.0-50 Originalnih Pjesama
50,vpm1INqf_1_50,Mladen Grdović,Mladen Grdović,Odlazim,24766,"Jedno sunce, jedno more
jedna ljubav zivi u meni
jednu tihu, malu bol
neku patnju srcu mom' dala si mi ti

Sve tvoje rijeci, tvoja pisma
tvoje suze da ti oprostim
tako je to malo da ove noci
svoju bol ja utjesim
 
Ref.
Odlazim, zelim da te prebolim
nisu nam' isti putevi sudjeni
sretno ti u zivotu ljubavi
neka ti se zelja ispuni
odlazim, zelim da te prebolim
odlazim, moja ljubavi

Jedno sunce, jedno more
jedna ljubav zivi u meni
jednu tihu, malu bol
neku patnju srcu mom' dala si mi ti

Nek' ti nocas ova pjesma
moje rijeci prenese
da u meni rijeka suza
vise nikad ne potekne

Ref.

Odlazim","https://tekstovi.net/2,777,22481.html",,Odlazim,Odchodzę,,"Jedno sunce, jedno more
jedna ljubav živi u meni
jednu tihu, malu bol
neku patnju srcu mom' dala si mi ti. Sve tvoje riječi, tvoja pisma
tvoje suze da ti oprostim
tako je to malo da ove noći
svoju bol ja utješim. Ref.
Odlazim, želim da te prebolim
nisu nam' isti putevi suđeni
sretno ti u životu ljubavi
neka ti se želja ispuni
odlazim, želim da te prebolim
odlazim, moja ljubavi. Jedno sunce, jedno more
jedna ljubav živi u meni
jednu tihu, malu bol
neku patnju srcu mom' dala si mi ti. Nek' ti noćas ova pjesma
moje riječi prenese
da u meni rijeka suza
vise nikad ne potekne. Ref.
Odlazim, želim da te prebolim
nisu nam' isti putevi suđeni
sretno ti u životu ljubavi
neka ti se želja ispuni
odlazim, želim da te prebolim
odlazim, moja ljubavi","Jedno słońce, jedno morze
Jedna miłość żyje we mnie
Jeden cichy, mały ból
Jakieś cierpienie, które mojemu sercu dałaś Ty. Wszystkie Twoje słowa, Twoje listy
Twoje łzy wybaczę Ci
To tak mało, żeby tej nocy
Uśmierzyć swój ból. Ref.
Odchodzę, pragnę Cię zapomnieć
Nie są nam te same drogi przeznaczone
Jesteś w życiu szczęśliwa
Niech Twoje pragnienia się spełnią
Odchodzę, pragnę Cię zapomnieć
Odchodzę, moja miłości. Jedno słońce, jedno morze
Jedna miłość żyje we mnie
Jeden cichy, mały ból
Jakieś cierpienie mojemu sercu dałaś Ty. Niech teraz ta piosenka
Moje słowa poniesie
Aby u mnie rzeka łez
Już nigdy więcej nie popłynęła. Ref.
Odchodzę, pragnę Cię zapomnieć
Nie są nam te same drogi przeznaczone
Jesteś w życiu szczęśliwa
Niech Twoje pragnienia się spełnią
Odchodzę, pragnę Cię zapomnieć
Odchodzę, moja miłości",https://lyricstranslate.com/en/odlazim-odchodz%C4%99.html-1,,,,,,,,,,,,,,Mladen Grdović,Odlazim,3:22,Tomislav Ivčić,Doviđenja,,,,nan-Doviđenja/1993.0-Nedostaješ Mi Ti/nan-Za Zaljubljene/nan-18 Zlatnih Hitova/nan-Za Sva Vrimena - Mix Hitova/2004.0-20 hitova/2005.0-Pusti Da Te Prebolim/nan-Največi Hitovi Dalmacije/2007.0-Zlatna Kolekcija/2009.0-Evo Mene Moji Ljudi! (Koncert)/2010.0-Najljepše Ljubavne Pjesme/2014.0-50 Originalnih Pjesama
51,vpm1INqf_1_51,Mladen Grdović,Mladen Grdović,"Ostavljam vas, moji najdrazi (feat. Klapa Munita)",3689,"Gospe cuvaj moju dragu, prijatelji, oca, majku
ja u svit sad moram partiti

Tesko mi je, prijatelji 
kad se dusa cipa u meni
a kad galeb na vale sleti 
ja sa suzom moram otici
 
Nek' vas hrani pisma moja
kad ne budem s vama ja
Boze dragi, budi s njima
kada vec ne mogu ja

Ref.
Ostavljam vas, moji najdrazi
more me zove, ja moram partiti
Gospe cuvaj moju dragu
prijatelji, oca, majku
ja u svit sad moram otici

Ostavljam vas, moji najdrazi
jer more je jace, u dusi, u meni
Gospe cuvaj moju dragu
prijatelji, oca, majku
ja u svit sad moram partiti

Gospe cuvaj moju dragu
prijatelji, oca, majku
ja u svit sad moram otici

Valove sam bacija
svu sam dusu isplaka 
sinje more molija
da se tebi vratim ja

Dalmacijo, srce svita
svud sa sobom tebe nosim ja
kad se vratim pivat cemo 
opet pisme nasih didova

Ref. 2x","https://tekstovi.net/2,777,53686.html",,,,,,,,,,,,,,,,,,,,,Mladen Grdović,Ostavljam Vas Moji Najdraži ,,,The Best Of Collection,2017.0,,,2017.0-The Best Of Collection
52,vpm1INqf_1_52,Mladen Grdović,Mladen Grdović,Pegula,1722,"Sve je tija ka i drugi jer je bija regula
ma sto pocne sve on fali, ma je bija pegula
curu sinja, zaljubi se, sritan radi tog
pobigla mu ona s drugim, njemu osta rog

Balotati, briskulati nije njemu islo
nikad punta niti bele, uvik samo liso
 
Ref.
Pegula si, pegula, ne mos protiv tog
a sto si se rodija, kriv je caca tvoj
ni materi nisi ti ka i druga dica
ajme, bidni pegula, kano da si veslo cica
ajme, bidni pegula, kano da si veslo cica

Navigati on je tija pa je uvik patija
i kad se posa ukrcati brod je prije partija
ribari su rekli njemu, prica barba moj
od tebe se riba plasi, bolje doma stoj

Ref. 2x","https://tekstovi.net/2,777,54487.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/pegula-7036.htm,Pegula,['Radoslav Surić'],['Radoslav Surić'],,['Andrej Baša'],,,,,Mladen Grdović,Pegula,,,Kada Se Ljubav U Vino Pretvori,,,,nan-Kada Se Ljubav U Vino Pretvori
53,vpm1INqf_1_53,Mladen Grdović,Mladen Grdović,Pismo moja,1670,"Pismo moja, iz Dalmacije kreni
nek' te jugo kroz masline nosi
preko mocnog Velebita prodji
i u cistu dusu licku dodji
tko te pjeva put ti poznaje

Kada krenes do Slavonije ravne
u zlatnom zitu jutro nek' ti svane
iznad srca zemlje ove
blagoslovi sve tri boje
tko te pjeva nek' je ponosan
 
Ref.
Pismo moja, daj nam snage svima
suncem sjajnim obasjaj nam lica
lipa li je zemlja nasa, nek' joj svane
sa pobjedom cistom svi u bolje dane

Do Istre ti, pismo, sve ceste vode
zapocinje tamo najlipse more
kad upoznas sve te ljude
ne daj drugim da nam sude
svi ce uglas tebe pjevati

Ref. 2x","https://tekstovi.net/2,777,56521.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/pismo-moja-21938.htm,Pismo moja,,,,,,,,,Mladen Grdović,Pismo Moja,,,Da Te Nima,2008.0,,,2008.0-Da Te Nima/2014.0-50 Originalnih Pjesama
54,vpm1INqf_1_54,Mladen Grdović,Mladen Grdović,"Placi, srce",354,"S drugim si sada sretna
a ja sam sam, i srce me boli
o, zasto to mora biti
kad nekog volis, da on te ne voli

Zaboravit´ zar si mogla
sve one dane, sve pjesme i suze
za sve je prekasno sada
pusti da odem, kad on mi te uze
 
Ref. 2x
Placi srce, placi
zaboravi lazi njene
u vinu utopit cu tugu
i umrijet cu, zbog te zene

S drugim si sada sretna
a mnoge suze zbog tebe sam lio
i kako da sve to shvatim
a tako malo od tebe sam htio

Ref. 2x","https://tekstovi.net/2,777,63727.html",,Plači srce plači, ,,"S drugim si sada sretna
a ja sam sam i srce me boli
o zašto to mora biti
kad nekog voliš da on te ne voli. Zaboravit zar si mogla
sve one dane, sve pjesme i suze
za sve je prekasno sada
pusti da odem kad on mi te uze. Ref. 2x
Plači srce, plači
zaboravi laži njene
u vinu utopit ću tugu
i umrijet ću zbog te žene. S drugim si sada sretna
a mnoge suze zbog tebe sam lio
i kako da sve to shvatim
a tako malo od tebe sam htio. Ref. 2x
Plači srce, plači
zaboravi laži njene
u vinu utopit ću tugu
i umrijet ću zbog te žene",,https://lyricstranslate.com/en/request/pla%C4%8Di-srce-pla%C4%8Di-0,,,,,,,,,,,,,,Mladen Grdović,"Plači, Srce",3:06,,"Bacit' Ću Mandolinu / Plači, Srce",1993.0,,,"1993.0-Bacit' Ću Mandolinu / Plači, Srce"
55,vpm1INqf_1_55,Mladen Grdović,Mladen Grdović,Postelja bez ljubavi,8333,"Jedna suza, sva od soli
malo srice da me volis ti
a gleda san te ka i dite
mislija san bit cu sa tobom

I svaki dan malo duse ostavljam
da nadjes ti put do moje ljubavi

Kad padne noc, kad zaspu svi
kad odu moji sni, uz njih ces proc
bar jednu noc i na me pomislit

A sto cu ja, kad neman sna
kad tebe izgubim
ostat cu sam, na postelji, bez ljubavi","https://tekstovi.net/2,777,34738.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/postelja-bez-ljubavi-7032.htm,Postelja bez ljubavi,['Mladen Grdović'],['Mladen Grdović'],,['Andrej Baša'],,,,,Mladen Grdović,Posteja Bez Ljubavi,,,Kada Se Ljubav U Vino Pretvori,,,,nan-Kada Se Ljubav U Vino Pretvori
56,vpm1INqf_1_56,Mladen Grdović,Mladen Grdović,Probudi se (feat. Grupa Banana),281,"Adio, crna noc te odvodi
a ja te osjecan moja jubavi
adio, u paklu lazni su mirisi
i tvoja slika i nasi dodiri

Jednon bila si moja ti
a ja te lazen da te ne volin
i znan puno smo grisili
al´ sada sve placan ja
 
Ref.
Budi se, probudi se
topla moja jubavi
neka te, neka te
u zivot vrate andjeli

Znan, u snu sve lipo je
ja san cvit, uberi me
znan da to tesko je
po mirisu, pronadji me

Cvice nocu tiho umire
a ja te zoven nocas vrati se
cvite prvon zoron umij se
jer, ja te trazin, probudi se

Ref. 2x

Znan da to tesko je
po mirisu, pronadji me","https://tekstovi.net/2,777,63825.html",,,,,,,,"['Mladen Grdović', 'Grupa Banana']",,,https://diskografija.com/pjesma/probudi-se-20215.htm,Probudi se,,,,,,,,,Mladen Grdović,Probudi Se,,,Da Te Nima,2008.0,,,2008.0-Da Te Nima
57,vpm1INqf_1_57,Mladen Grdović,Mladen Grdović,Proplakat ce kamen bili,677,"Otisa san u svit trazit' sricu
Vrati mi se, znala si govorit'
a davno si zapalila svicu
na kojoj ce dusa mi izgorit'

Otisa san, sta san drugo moga
suza tvoja dotakla me nije
proplakat ce bolna dusa moja
Bog ce tebi platiti za grije
 
Ref.
Proplakat ce kamen bili
ziva stina u mom kraju
zapivat ce prijateji
kad se vratin zavicaju

Proplakat ce kamen bili
proplakat ce srce tvoje
i nebo, kad vapaj cuje
proplakat ce za nas dvoje

Otisa san s moga skoja vanka
u svit bili samo radi tebe
skrta zemja, kora kruva tanka
sada zalin, sada kunen sebe

Ref.

I nebo, kad vapaj cuje
proplakat ce za nas dvoje

Ref.","https://tekstovi.net/2,777,61990.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/proplakat-ce-kamen-bili-13568.htm,Proplakat će kamen bili,,,,,,,,,Mladen Grdović,Proplakat Će Kamen Bili,,,Hrvatska  Lađa ,1991.0,,,1991.0-Hrvatska  Lađa /1994.0-Tu Je Moj Dom/nan-Za Sva Vrimena - Mix Hitova/2007.0-Zlatna Kolekcija/2008.0-Pisme Za Dušu/2014.0-50 Originalnih Pjesama
58,vpm1INqf_1_58,Mladen Grdović,Mladen Grdović,Reci mi reci  zivote,7802,"Spusta se noc, a misli plove
slike se vracaju same
mjesecev sjaj, njen zagrljaj 
ljubav do zore rane

Ona je bila, a jos je i sad
lijek za sve moje rane
e da se vrati barem na tren
da mi sve oprosti dane
 
Ref.
Reci mi reci zivote moj
zasto je otisla ona
umrijet cu nocas, umrijet zbog nje
nek sutra me isprate zvona

Reci mi reci zivote moj
zasto je otisla ona
ona sto bila je zena mog sna
kraljica svih mojih snova

Ko najlipsa pisma, ko najlipsi cvit
za mene uvik ce cvati
stara ce loza venama tec
volim ja ka svoju mati

Da mi se javi barem za tren
suze bi potekle same
dao bi sve da budem njen
i da mi vratit te dane

Ref. 2x","https://tekstovi.net/2,777,34381.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/reci-mi-reci-zivote-13869.htm,"Reci mi, reci živote",,,,,,,,,,,,,,,,,
59,vpm1INqf_1_59,Mladen Grdović,Mladen Grdović,Samo jedna je Dalmacija (feat. Nina Donelli),552,"Svatko od nas svoju zemlju ima
najvise na svitu sta mu triba
iden doma, jos me ceka jubav neka

Mala riva, skure i kapela
jos se sican svoga malog sela
iden doma, prelipo je misto moje
 
Ma, ´zalud sve
sada vidin i ja
da samo je jedna Dalmacija

Ref.
Da Bog mi da
da san opet s vama ja
zvizde da mi dadu

Svu svoju bol
mogao (mogla) bih popit´ ja
ka´ neku bevandu

I boje da 
nikad nisan otisa´ (otisla)
tamo di me nece
ima´ (imala) bih ja
malo manje novaca
ali vise srice","https://tekstovi.net/2,777,63385.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,vpm1INqf_1_60,Mladen Grdović,Mladen Grdović,Samo more to zna,725,"Tiho se suljan kroz noc
a sumi more
lipo je mislit' na tebe
dok svicu zore

Tako te triban
srce te 'oce
dusa mi prazna 
ka pola boce
 
Nekad se jubav radja
da ne znas ni sam

Sican se svih lipih dana
al' zivot prodje
kap po kap se cidi
iz srca mog

Ka more stinu
sto udara nocu
nevere prodju
i opet dodju

Za tebe uvik, uvik
zivit cu ja

Ref.
Sve bih ti dao za jubav
za mrvu srice
da me jos volis
ka voda cvice

Sve bih ti dao za jubav
da mene volis
da me jos volis
nikad ne slomis

Samo more to zna

Ref. 2x

Samo more to zna
samo more to zna","https://tekstovi.net/2,777,61986.html",,Samo more to zna,Только море это знает,,"Tiho se šuljam kroz noć
a šumi more
lipo je mislit na tebe
dok sviću zore. Tako te tribam srce te noće
duša mi prazna ka pola boce
nekad se ljubav rađa
da niznaš ni sam. Sićam se svi lipih dana
a život prođe
kap po kap se cidi
iz srca mog. Ka more stinu što udara noću
nevere prođu i opet dođu
za tebe uvik uvik živiću ja. Sve bi ti dao za ljubav
za mrvu sriće
da me još voliš
ka voda cviće. Sve bi ti dao za ljubav
da me ne boliš
da me još voliš
i kad me slomiš
Samo more to zna. Sićam se svi lipih dana
a život prođe
kap po kap se cidi
iz srca mog. Ka more stinu što udara noću
nevere prođu i opet dođu
za tebe uvik uvik živiću ja. Sve bi ti dao za ljubav
za mrvu sriće
da me još voliš
ka voda cviće. Sve bi ti dao za ljubav
da me ne boliš
da me još voliš
i kad me slomiš
Samo more to zna. Sve bi ti dao za ljubav
za mrvu sriće
da me još voliš
ka voda cviće. Sve bi ti dao za ljubav
da me ne boliš
da me još voliš
i kad me slomiš
Samo more to zna
Samo more to zna","Тихо я бреду через ночь,
А море шумит;
Хорошо думать о тебе,
Пока встают зори.. Так нужна ты сердцу в эту ночь,
Душа моя пуста как поллитровка;
Иногда любовь рождается,
Чего и сам ты не знаешь.. Я помню все прекрасные дни,
А жизнь проходит;
Он сочится по капле
Из моего сердца.. Как море скалы, что ударяет ночью,
Бури пройдут и опять придут,
Для тебя всегда буду жить я.. Я всё бы тебе отдал за любовь
И крошку счастья;
Чтобы ты меня любила
Как цветы - воду.. Я всё бы тебе отдал за любовь,
Чтобы ты меня не боялась,
И меня ещё любила,
Даже если ты меня сломишь.
Только море это знает.. Я помню все прекрасные дни,
А жизнь проходит;
Он сочится по капле
Из моего сердца.. Как море скалы, что ударяет ночью,
Бури пройдут и опять придут,
Для тебя всегда буду жить я.. Я всё бы тебе отдал за любовь
И крошку счастья;
Чтобы ты меня любила
Как цветы - воду.. Я всё бы тебе отдал за любовь,
Чтоб ты меня не боялась,
И меня ещё любила,
Даже если ты меня сломишь.
Только море это знает.. Я всё бы тебе отдал за любовь
И крошку счастья;
Чтобы ты меня любила
Как цветы - воду.. Я всё бы тебе отдал за любовь,
Чтобы ты меня не боялась,
И меня ещё любила,
Даже если ты меня сломишь.
Только море это знает,
Только море это знает.",https://lyricstranslate.com/en/samo-more-zna-%D1%82%D0%BE%D0%BB%D1%8C%D0%BA%D0%BE-%D0%BC%D0%BE%D1%80%D0%B5-%D1%8D%D1%82%D0%BE-%D0%B7%D0%BD%D0%B0%D0%B5%D1%82.html,['Mladen Grdović'],,,https://diskografija.com/pjesma/samo-more-to-zna-24570.htm,Samo more to zna,['Mladen Grdović'],['Mladen Grdović'],,['Franjo Judnić'],,,,,Mladen Grdović,Samo more to zna,4:34,,Samo more to zna,2014.0,,,2014.0-Samo more to zna
61,vpm1INqf_1_61,Mladen Grdović,Mladen Grdović,"Samo ti, Dalmacijo (feat. Bepo Matesic)",1124,"Sva bi blaga na ovome svitu
tebi nocas poklonija  ja
tamo di me mati moja jubi
tamo di san davno rodjen ja

Ref. 2x
Za tebe smo ariju pisali, duso
sva blaga sto Bog ti je darovao
iz kamena nama si procvala, ruzo
samo ti, samo ti, samo ti, Dalmacijo
 
O, more, more, ti pricaj mi o ljubavi
o kraju di su moji najdrazi
na vike vikova zivit' ce Dalmacija
u ime Oca, Sina i Duha Svetoga

Ref. 2x

Iz moje duse more pise u jubavi
svakon kamenu, draci, o svetoj maslini
pricaj mi more, pricaj o nasoj svetinji
o najlipsem cvitu na svitu, o nasoj Dalmaciji

Ref. 2x

Sa bozjom ljubavi
u raju vjecnosti
u tebi rodjeni
Dalmacijo","https://tekstovi.net/2,777,60785.html",,"Samo ti, Dalmacijo","Only You, Dalmatia",,"Sva bi blaga na ovome svitu
Tebi noćas poklonija ja
Tamo di me mati moja ljubi
Tamo di sam davno rođen ja. Za tebe smo ariju pisali, dušo
Sva blaga što Bog ti je darovao
Iz kamena nama si procvala, ružo
Samo ti, samo ti, samo ti, Dalmacijo. O more, more ti
Pričaj mi o ljubavi
O kraju di su moji najdraži
Na vike vikova živit će Dalmacija
U ime Oca, Sina i Duha Svetoga. Za tebe smo ariju pisali, dušo
Sva blaga što Bog ti je darovao
Iz kamena nama si procvala, ružo
Samo ti, samo ti, samo ti, Dalmacijo. Iz moje duše more piše o ljubavi
Svakom kamenu, drači, o svetoj maslini
Pričaj mi more, pričaj o našoj svetinji
O najlipšem cvitu na svitu
O našoj Dalmaciji. Samo ti, samo ti, samo ti, Dalmacijo","All the treasures in this world
I would give you tonight.
There, where my mother loves me
Where I was born a long time ago. We wrote an aria for you, beloved,
All the treasures Lord gave you...
You flourished for us, our rose
Only you, only you, only you, Dalmatia. O, sea, sea - you,
Tell me about love
About the parts where my dearest live
Forever and ever, Dalmatia shall live
In the name of the Father and the Son and the Holy Ghost. We wrote an aria for you, beloved,
All the treasures Lord gave you...
You flourished for us, our rose
Only you, only you, only you, Dalmatia. Sea writes about love from inside my soul
To each stone, brambles, holy olive
Tell me, sea, tell me about things holy to us
About the most beautiful flower in the world
About our Dalmatia. Only you, only you, only you, Dalmatia",https://lyricstranslate.com/en/samo-ti-dalmacijo-only-you-dalmatia.html,['Mladen Grdović'],,,https://diskografija.com/pjesma/samo-ti-dalmacijo-13558.htm,"Samo ti, Dalmacijo",,,,,,,,,Mladen Grdović,"Samo Ti, Dalmacijo",4:03,,Ako Odeš Ti,,,,nan-Ako Odeš Ti/nan-18 Zlatnih Hitova/nan-Za Sva Vrimena - Mix Hitova/2007.0-Zlatna Kolekcija/2008.0-Pisme Za Dušu/2014.0-50 Originalnih Pjesama
62,vpm1INqf_1_62,Mladen Grdović,Mladen Grdović,Serenada (feat. Bepo Matesic),577,"Davno san otisa ja
odnija sobon ti sve
moru san godine da
oprosti, ne kuni me

Tiho se vratija val
u luku zivota mog
i priko mora san zna
da me cekas, moja jedina
 
Ref.
Zapivat' cu ti najlipsu serenadu
na nasoj Rivi di zivot libar pise
iz duse cvice za te, mladosti moja
nek' cvita ti u jubavi

Davno san otisa ja
iz duse nevere ti sla
nostromo, more i ja
jedno sto godina

Tiho se vratija val
u luku zivota mog
i priko mora san zna
da me cekas, moja jedina

Ref.","https://tekstovi.net/2,777,62024.html",,,,,,,,['Mladen Grdović'],,,https://diskografija.com/pjesma/serenada-13570.htm,Serenada,,,,,,,,,Mladen Grdović,Serenada,,,Nije U Šoldima Sve,,,,nan-Nije U Šoldima Sve/nan-18 Zlatnih Hitova/nan-Za Sva Vrimena - Mix Hitova/2007.0-Zlatna Kolekcija
