Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Arranged By_discogs,Lyrics By_discogs,Music By_discogs,Strings_discogs,Album_year_discogs,Recorded By_discogs,Producer_discogs,Engineer_discogs,Guitar_discogs,Backing Vocals_discogs,Vocals_discogs,Mixed By_discogs,Brass_discogs,Harp_discogs,Keyboards_discogs,Bass_discogs,Bagpipes_discogs,Drums_discogs,Interviewee_discogs,Interviewer_discogs,Album_year_title_discogs,All_albums_discogs
Bijelo Dugme,Bijelo Dugme,"Ipak, Opželim Neko Pismo",4:29,The Ultimate Collection,,,,,,,,,,,,,,,,,,,,,,nan-The Ultimate Collection,nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,Ružica Si Bila...,4:00,The Ultimate Collection,,,,,,,,,,,,,,,,,,,,,,nan-The Ultimate Collection,nan-The Ultimate Collection
Bijelo Dugme,Bijelo Dugme,"Svi Marš Na Ples (Ha, Ha, Ha)",,Rock 'N' Roll Hitovi,,,,,,,,,,,,,,,,,,,,,,nan-Rock 'N' Roll Hitovi,nan-Rock 'N' Roll Hitovi
Bijelo Dugme,Bijelo Dugme,Sve ću Da Ti Dam Samo Da Zaigram,,Rock 'N' Roll Hitovi,,,,,,,,,,,,,,,,,,,,,,nan-Rock 'N' Roll Hitovi,nan-Rock 'N' Roll Hitovi
Bijelo Dugme,Bijelo Dugme,Zažmiri I Broj Do Sto,,Rock 'N' Roll Hitovi,,,,,,,,,,,,,,,,,,,,,,nan-Rock 'N' Roll Hitovi,nan-Rock 'N' Roll Hitovi
Bijelo Dugme,Bijelo Dugme,Izgledala Je Malo Čudno U Kaputu...,,Rock 'N' Roll Hitovi,,,,,,,,,,,,,,,,,,,,,,nan-Rock 'N' Roll Hitovi,nan-Rock 'N' Roll Hitovi
Bijelo Dugme,Bijelo Dugme,Kad Bih Bio Bijelo Dugme ,,Rock 'N' Roll Hitovi,,,,,,,,,,,,,,,,,,,,,,nan-Rock 'N' Roll Hitovi,nan-Rock 'N' Roll Hitovi
Bijelo Dugme,Bijelo Dugme,Noćas Je K'o Lubenica Pun Mjesec Iznad Bosne,4:58,Bijelo Dugme,,,,,,2014.0,,,,,,,,,,,,,,,,2014.0-Bijelo Dugme,2014.0-Bijelo Dugme
Bijelo Dugme,Bijelo Dugme,Top / Ove Ću Noći Naći Blues,,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Bluz Za Moju Bivšu Dragu,,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Izgledala Je Čudno U Kaputu Žutom Krojenom Bez Veze,,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,"Dede Bona Sjeti Se, De, Tako Ti Svega",,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,"Sve Će To Mila Moja Prekriti Snjegovi, Ružmarin I Šaš",,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Čudesno Jutro U Krevetu Gđe - Petrović,,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Pristao Sam Bit Ću Sve Što Hoće,,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Alaio Radi Radio,,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Čiribiribela,,Box Set Deluxe,,,,,,,,,,,,,,,,,,,,,,nan-Box Set Deluxe,nan-Box Set Deluxe/nan-Box Set Deluxe
Bijelo Dugme,Bijelo Dugme,Intervju Dražena Vrdoljaka S Goranom Bregovićem O Albumu Doživjeti Stotu,13:47,Box Set Deluxe 14.11.14 Sampler,,,,,,,,,,,,,,,,,,,,Goran Bregović,Dražen Vrdoljak,nan-Box Set Deluxe 14.11.14 Sampler,nan-Box Set Deluxe 14.11.14 Sampler
Bijelo Dugme,Bijelo Dugme,"Piši (Ipak, Poželim Neko Pismo)",3:18,Ko Ne Poludi Taj Nije Normalan!,,,,,,,,,,,,,,,,,,,,,,nan-Ko Ne Poludi Taj Nije Normalan!,nan-Ko Ne Poludi Taj Nije Normalan!
Bijelo Dugme,Bijelo Dugme,Lažeš Zlato Lažeš Dušo (Lažeš),3:52,Ko Ne Poludi Taj Nije Normalan!,,,,,,,,,,,,,,,,,,,,,,nan-Ko Ne Poludi Taj Nije Normalan!,nan-Ko Ne Poludi Taj Nije Normalan!
Bijelo Dugme,Bijelo Dugme,"Lipe Cvatu, Sve Je Isto Ko I Lani",4:03,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,"Đurđevdan Je, A Ja Nisam S Onom Koju Volim",3:56,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,Pun Mjesec Iznad Bosne,6:15,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,"Kad Odem, Kad Me Ne Bude",4:30,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,Ako Možeš. Zaboravi,6:42,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,Milicija Trenira Strogoću,4:29,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,Na Zadnjem Sedištu Moga Auta,3:25,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,"Sve Će To, O Mila Moja, Prekriti Ruzmarin, Snjegovi I Šaš",8:19,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,"Pristao Sam, Biću Sve Što Hoće",3:14,40,,,,,,2016.0,,,,,,,,,,,,,,,,2016.0-40,2016.0-40
Bijelo Dugme,Bijelo Dugme,Izgubljeno Dugme (Film),01:29:00,Izgubljeno Dugme,,,,,,2018.0,,,,,,,,,,,,,,,,2018.0-Izgubljeno Dugme,2018.0-Izgubljeno Dugme
Bijelo Dugme,Bijelo Dugme,Bonus Materijali (Intervjui),02:02:00,Izgubljeno Dugme,,,,,,2018.0,,,,,,,,,,,,,,,,2018.0-Izgubljeno Dugme,2018.0-Izgubljeno Dugme
Bijelo Dugme,Bijelo Dugme,Glavni junak jedne knjige,3:37,Singl ploče (1974. - 1980.),,,Duško Trifunović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,"Bila mama kukunka, bio tata taranta",1:30,Singl ploče (1974. - 1980.),,Vlado Pravdić,Žarko Roje,Žarko Roje,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Da sam pekar,3:30,Singl ploče (1974. - 1980.),,,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Da mi je znati koji joj je vrag,2:41,Singl ploče (1974. - 1980.),,,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Blues za moju bivšu dragu,6:25,Singl ploče (1974. - 1980.),,,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Ima neka tajna veza,3:30,Singl ploče (1974. - 1980.),,,Duško Trifunović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,"I kad prođe sve, pjevat ću i tad",4:40,Singl ploče (1974. - 1980.),,,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Sve ću da ti dam samo da zaigram,4:07,Singl ploče (1974. - 1980.),,,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Tako ti je mala moja kad ljubi Bosanac,3:53,Singl ploče (1974. - 1980.),,Goran Bregović,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Ne spavaj mala moja muzika dok svira,2:30,Singl ploče (1974. - 1980.),,Goran Bregović,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Bitanga i princeza,3:48,Singl ploče (1974. - 1980.),,Goran Bregović,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,"Dede bona, sjeti se, de tako ti svega",4:38,Singl ploče (1974. - 1980.),,Goran Bregović,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Pristao sam biću sve što hoće,3:13,Singl ploče (1974. - 1980.),,Goran Bregović,Duško Trifunović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,"Šta je, tu je",3:05,Singl ploče (1974. - 1980.),,Goran Bregović,Duško Trifunović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,"Dobro vam jutro, Petrović Petre",2:28,Singl ploče (1974. - 1980.),,Goran Bregović,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Na zadnjem sjedištu moga auta,3:53,Singl ploče (1974. - 1980.),,Goran Bregović,Goran Bregović,Goran Bregović,,2022.0,,,,,,,,,,,,,,,,2022.0-Singl ploče (1974. - 1980.),2022.0-Singl ploče (1974. - 1980.)
Bijelo Dugme,Bijelo Dugme,Ne Spavaj Moja Mala Dok Muzika Svira,,The best of volume 2 ,,,,,,0.0,,,,,,,,,,,,,,,,0.0-The best of volume 2 ,0.0-The best of volume 2 
Bijelo Dugme,Bijelo Dugme,Hajdemo u Planine,,The best of volume 2 ,,,,,,0.0,,,,,,,,,,,,,,,,0.0-The best of volume 2 ,0.0-The best of volume 2 
Bijelo Dugme,Bijelo Dugme,Djurdjevdan,,The best of volume 2 ,,,,,,0.0,,,,,,,,,,,,,,,,0.0-The best of volume 2 ,0.0-The best of volume 2 
Bijelo Dugme,Bijelo Dugme,Ruzica Si Bila,,The best of volume 2 ,,,,,,0.0,,,,,,,,,,,,,,,,0.0-The best of volume 2 ,0.0-The best of volume 2 
