Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Arranged By_discogs,Written By_discogs,Written-By_discogs,Backing Vocals_discogs,Conductor_discogs,Orchestra_discogs,Backing Band_discogs,Choir_discogs,Lyrics By [Croatian]_discogs,Trumpet [Solo]_discogs,Engineer_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Lyrics By [Original]_discogs,Arranged By [Original]_discogs,Bass Guitar_discogs,Adapted By_discogs,Written By [Music]_discogs,Text By_discogs,Performer_discogs,Vocals_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Mišo Kovač,Mišo Kovač,Ne Pitaj Me Razlog Mojoj Tuzi,3:59,,,Al' Je Ljubav Bolest Teška,,,,,,,,,,,,,,,,,,,,,,,,nan-Al' Je Ljubav Bolest Teška,nan-Al' Je Ljubav Bolest Teška/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Oj, More Duboko",3:01,,,Al' Je Ljubav Bolest Teška,,,,,,,,,,,,,,,,,,,,,,,,nan-Al' Je Ljubav Bolest Teška,nan-Al' Je Ljubav Bolest Teška
Mišo Kovač,Mišo Kovač,Al' Je Ljubav Bolest Teška,3:54,,,Al' Je Ljubav Bolest Teška,,,,,,,,,,,,,,,,,,,,,,,,nan-Al' Je Ljubav Bolest Teška,nan-Al' Je Ljubav Bolest Teška
Mišo Kovač,Mišo Kovač,Svud Se Svira,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,"1997.0-Osjećam Se Jači/2002.0-Pjevaj, Legendo (19 Velikih Hitova)"
Mišo Kovač,Mišo Kovač,U Mom Kraju Ptice Ne Pjevaju,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Samo Tihe Zvijezde Znaju,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači
Mišo Kovač,Mišo Kovač,Osjećam Se Jači,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Pjevaj, Legendo",,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,"1997.0-Osjećam Se Jači/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/2012.0-100 Originalnih Hitova"
Mišo Kovač,Mišo Kovač,Ole Muje Rendeira,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači
Mišo Kovač,Mišo Kovač,Samo Je Moj Ćaća Zna,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Vrati Ljepotu,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači
Mišo Kovač,Mišo Kovač,Digao Sam Ruke Od Života,,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači
Mišo Kovač,Mišo Kovač,"Bože, Daj Mi Snage Svete",,,,Osjećam Se Jači,1997.0,,,,,,,,,,,,,,,,,,,,,,,1997.0-Osjećam Se Jači,1997.0-Osjećam Se Jači
Mišo Kovač,Mišo Kovač,Budi Čovjek Dobre Volje,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2009.0-Jedan Dan Života - Live Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,E Viva L' Amor,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Svi Će Za Mnom Zaplakati,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,"Kako Mi Je, Dobro Znaju",,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Dušu Sam Dao,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Sretan Ti Put I Zbogom,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Više Od Života Ne Mogu Ti Dati,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Neka Stane Život Cijeli,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Čuvajte Mi Pismu,,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Nevjesta (La Novia),,,,Budi Čovjek Dobre Volje,,,,,,,,,,,,,,,,,,,,,,,,nan-Budi Čovjek Dobre Volje,nan-Budi Čovjek Dobre Volje
Mišo Kovač,Mišo Kovač,Ne Mogu Prestati Da Te Volim,2:38,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection
Mišo Kovač,Mišo Kovač,Ti Si Bila Dio Svijeta,2:25,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Ne Tuguj Ljubavi,3:01,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Kada Je Umro Pjesnik,3:07,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Daj Da Odem,3:02,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,San Francisco,2:48,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Htjela Ti To Ili Ne,2:24,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Budi Takva Kakvu Te Želim,3:40,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,"Reci, Zbogom",3:07,,,Rane Godine 1964-1969 / Ostala Si Uvijek Ista,,,,,,,,,,,,,,,,,,,,,,,,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista,nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista/nan-Rane Godine 1964-1969 / Ostala Si Uvijek Ista
Mišo Kovač,Mišo Kovač,Dalmatino,3:21,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Kada Pjevam Suze Teku,3:16,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino/2009.0-Jedan Dan Života - Live Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
Mišo Kovač,Mišo Kovač,Tužna Muzika,4:14,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino
Mišo Kovač,Mišo Kovač,Marinero,3:07,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino
Mišo Kovač,Mišo Kovač,"Adio, Sad Adio",3:09,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Gdje Ste Noćas Prijatelji,3:24,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Kakav Sam To Čovjek Ja,3:06,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino
Mišo Kovač,Mišo Kovač,Pusti Samo Suzu Jednu,3:29,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino
Mišo Kovač,Mišo Kovač,Pisma U Ponoć,2:44,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino
Mišo Kovač,Mišo Kovač,Kralj Tuge,2:55,,,Dalmatino,,,,,,,,,,,,,,,,,,,,,,,,nan-Dalmatino,nan-Dalmatino
Mišo Kovač,Mišo Kovač,Ti SI Pjesma Moje Duše,4:12,,,"Pjevaj, Legendo (19 Velikih Hitova)",2002.0,,,,,,,,,,,,,,,,,,,,,,,"2002.0-Pjevaj, Legendo (19 Velikih Hitova)","2002.0-Pjevaj, Legendo (19 Velikih Hitova)"
Mišo Kovač,Mišo Kovač,"Slušam Majko, Moju Pjesmu",3:40,,,"Pjevaj, Legendo (19 Velikih Hitova)",2002.0,,,,,,,,,,,,,,,,,,,,,,,"2002.0-Pjevaj, Legendo (19 Velikih Hitova)","2002.0-Pjevaj, Legendo (19 Velikih Hitova)"
Mišo Kovač,Mišo Kovač,"Oprosti Mi Ti, Gitaro",2:52,,,"Pjevaj, Legendo (19 Velikih Hitova)",2002.0,,,,,,,,,,,,,,,,,,,,,,,"2002.0-Pjevaj, Legendo (19 Velikih Hitova)","2002.0-Pjevaj, Legendo (19 Velikih Hitova)"
Mišo Kovač,Mišo Kovač,Mix 1,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Mix 2,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Mix 3,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Mix 4,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Mix 5,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Mix 6,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Mix 7,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Mix 8,,,,Zabavni Megamix,2002.0,,,,,,,,,,,,,,,,,,,,,,,2002.0-Zabavni Megamix,2002.0-Zabavni Megamix
Mišo Kovač,Mišo Kovač,Ja Ne Mogu Drugo Nego Da Je Volim,3:37,,,Najveći Hitovi,2003.0,,,,,,,,,,,,,,,,,,,,,,,2003.0-Najveći Hitovi,2003.0-Najveći Hitovi
Mišo Kovač,Mišo Kovač,CD 1,,,,Najdraže Pjesme Miše Kovača,,,,,,,,,,,,,,,,,,,,,,,,nan-Najdraže Pjesme Miše Kovača,nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection
Mišo Kovač,Mišo Kovač,Dobra Ti Večer Mati Moja,3:33,,,Najdraže Pjesme Miše Kovača,,,,,,,,,,,,,,,,,,,,,,,,nan-Najdraže Pjesme Miše Kovača,nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Nikog Nisam Volio Tako,3:40,,,Najdraže Pjesme Miše Kovača,,,,,,,,,,,,,,,,,,,,,,,,nan-Najdraže Pjesme Miše Kovača,nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection
Mišo Kovač,Mišo Kovač,CD 2,,,,Najdraže Pjesme Miše Kovača,,,,,,,,,,,,,,,,,,,,,,,,nan-Najdraže Pjesme Miše Kovača,nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection
Mišo Kovač,Mišo Kovač,Ti Si Za Mene Rođena,3:24,,,Najdraže Pjesme Miše Kovača,,,,,,,,,,,,,,,,,,,,,,,,nan-Najdraže Pjesme Miše Kovača,nan-Najdraže Pjesme Miše Kovača
Mišo Kovač,Mišo Kovač,Zeleno Je Zeleno,,,,Najveći Hitovi Br. 2,2004.0,,,,,,,,,,,,,,,,,,,,,,,2004.0-Najveći Hitovi Br. 2,2004.0-Najveći Hitovi Br. 2
Mišo Kovač,Mišo Kovač,Ne Daj Da Te Ostavim,,,Dušan Šarac,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Krsto Juras,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Kolajna Od Zlata,,,Dušan Šarac,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Dinko Škevin,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Mir U Srce,,,Davor Pastuović,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Davor Pastuović,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Zaboravit Mogu Sve,,,Dušan Šarac,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Krsto Juras,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Rođo Moj,,,Davor Pastuović,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Davor Pastuović,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Da Te Sretnem Za Sto Godina,,,Dušan Šarac,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Pero Picukarić,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Svim Mojim Divnim Ženama,,,Albert Hammond,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Mišo Doležal,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Ne Zaboravi,,,Dušan Šarac,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Krsto Juras,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Ljubavi Mog Života,,,Toni Eterović,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Fayo,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Idemo Dalje Pjesmo Moja,,,Dražen Zečić,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Dražen Zečić,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Bez Tebe Ja Polako Umirem,,,Dušan Šarac,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Mira Schwyter,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce
Mišo Kovač,Mišo Kovač,Dalmatinska,,,Dušan Šarac,2004 Mir U Srce,,,,,,,,,,,,,,,,,,,,Dinko Škevin,,,,nan-2004 Mir U Srce,nan-2004 Mir U Srce/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Evo San Ti Doša,,,,Mišo U Šibeniku,2005.0,,,,,,,,,,,,,,,,,,,,,,,2005.0-Mišo U Šibeniku,2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku
Mišo Kovač,Mišo Kovač,Ja Kad Pjevam Suze Teku,,,,Mišo U Šibeniku,2005.0,,,,,,,,,,,,,,,,,,,,,,,2005.0-Mišo U Šibeniku,2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku
Mišo Kovač,Mišo Kovač,Noćas ćemo zemlji Ko Materi Reći,,,,Mišo U Šibeniku,2005.0,,,,,,,,,,,,,,,,,,,,,,,2005.0-Mišo U Šibeniku,2005.0-Mišo U Šibeniku
Mišo Kovač,Mišo Kovač,Mišo U Šibeniku - DVD,,,,Mišo U Šibeniku,2005.0,,,,,,,,,,,,,,,,,,,,,,,2005.0-Mišo U Šibeniku,2005.0-Mišo U Šibeniku
Mišo Kovač,Mišo Kovač,Noćas ćemo Zemlji Ko Materi Reći,3:08,,,Mišo U Šibeniku,2005.0,,,,,,,,,,,,,,,,,,,,,,,2005.0-Mišo U Šibeniku,2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku
Mišo Kovač,Mišo Kovač,Mišo U Šibeniku - CD,,,,Mišo U Šibeniku,2005.0,,,,,,,,,,,,,,,,,,,,,,,2005.0-Mišo U Šibeniku,2005.0-Mišo U Šibeniku
Mišo Kovač,Mišo Kovač,Dalmatinske Lipe Oči,3:42,,,Dalmatinske Lipe Oči,2006.0,,,,,,,,,,,,,,,,,,,,,,,2006.0-Dalmatinske Lipe Oči,2006.0-Dalmatinske Lipe Oči/nan-Ja Sam Kovač Svoje Sreće/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Nema Mi Do Tebe Nikoga,3:16,,,Dalmatinske Lipe Oči,2006.0,,,,,,,,,,,,,,,,,,,,,,,2006.0-Dalmatinske Lipe Oči,2006.0-Dalmatinske Lipe Oči/2006.0-The Platinum Collection
Mišo Kovač,Mišo Kovač,Pozdravi Ženu Plave Kose,,,,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Mišo Kovač,Mišo Kovač,Dalmaciju Dišem Misto Zraka,,,,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection/nan-Ja Sam Kovač Svoje Sreće/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Pjevaj Legendo,,,,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection
Mišo Kovač,Mišo Kovač,Ja Sam Kovač Svoje Sreće,,,,The Platinum Collection,2006.0,,,,,,,,,,,,,,,,,,,,,,,2006.0-The Platinum Collection,2006.0-The Platinum Collection/nan-Ja Sam Kovač Svoje Sreće/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Laka Ti Noć,,,,Ja Sam Kovač Svoje Sreće,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Kovač Svoje Sreće,nan-Ja Sam Kovač Svoje Sreće
Mišo Kovač,Mišo Kovač,Znali Su Svi,,,,Ja Sam Kovač Svoje Sreće,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Kovač Svoje Sreće,nan-Ja Sam Kovač Svoje Sreće
Mišo Kovač,Mišo Kovač,Nema Mi Do Tebe Nikoga ,,,,Ja Sam Kovač Svoje Sreće,,,,,,,,,,,,,,,,,,,,,,,Ivana Kovač,nan-Ja Sam Kovač Svoje Sreće,nan-Ja Sam Kovač Svoje Sreće
Mišo Kovač,Mišo Kovač,Ti Si Mi Sve,,,,Ja Sam Kovač Svoje Sreće,,,,,,,,,,,,,,,,,,,,,,Ivana Kovač,,nan-Ja Sam Kovač Svoje Sreće,nan-Ja Sam Kovač Svoje Sreće
Mišo Kovač,Mišo Kovač,Pitaj Me,,,,Ja Sam Kovač Svoje Sreće,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Kovač Svoje Sreće,nan-Ja Sam Kovač Svoje Sreće
Mišo Kovač,Mišo Kovač,Hajde Živote Prijatelj Budi,,,,Ja Sam Kovač Svoje Sreće,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Kovač Svoje Sreće,nan-Ja Sam Kovač Svoje Sreće
Mišo Kovač,Mišo Kovač,Ne Dam Gušta Svitu (Lidija),,,,Ja Sam Kovač Svoje Sreće,,,,,,,,,,,,,,,,,,,,,,,,nan-Ja Sam Kovač Svoje Sreće,nan-Ja Sam Kovač Svoje Sreće/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Ti Si Pjesma Moje Duše ,4:06,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Još I Danas Teku Suze Jedne Žene ,3:06,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Ja Nemam Više Razloga Da Živim ,3:23,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Ostala Si Uvijek Ista ,4:34,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Slušaj Majko Moju Pjesmu ,3:36,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Malo Mi Je Jedan Život S Tobom ,3:55,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Jedan Dan Života ,3:27,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,"Svi Pjevaju, Ja Ne Čujem ",1:43,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Evo Sam Ti Doša,2:49,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,Klapa Teuta,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Noćas Ćemo Zemlji K'o Materi Reći ,3:07,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Nikog Nisam Volio Tako ,3:44,,,Jedan Dan Života - Live Collection,2009.0,,,,,,,,,,,,,,,,,,,,,,,2009.0-Jedan Dan Života - Live Collection,2009.0-Jedan Dan Života - Live Collection
Mišo Kovač,Mišo Kovač,Kraj Jezera Jedna Kuća Mala,2:51,,,Ne Tražim Istinu,2010.0,,,,,,,,,,,,,,,,,,,,,,,2010.0-Ne Tražim Istinu,2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Tvoja Mala - Ivana I Mišo Kovač,3:09,,,Ne Tražim Istinu,2010.0,,,,,,,,,,,,,,,,,,,,,,,2010.0-Ne Tražim Istinu,2010.0-Ne Tražim Istinu
Mišo Kovač,Mišo Kovač,U Mom Kraju Ptice Pjevaju,3:04,,,Ne Tražim Istinu,2010.0,,,,,,,,,,,,,,,,,,,,,,,2010.0-Ne Tražim Istinu,2010.0-Ne Tražim Istinu
Mišo Kovač,Mišo Kovač,Svirajte Pjesme Stare,3:20,,,Ne Tražim Istinu,2010.0,,,,,,,,,,,,,,,,,,,,,,,2010.0-Ne Tražim Istinu,2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Još I Danas Teku Suze Jedne Žene (Live),3:00,,,Najljepše Ljubavne Pjesme,2010.0,,,,,,,,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Mišo Kovač,Mišo Kovač,Da Te Nema,3:30,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
Mišo Kovač,Mišo Kovač,Kap Od Mora,4:13,,,100 Originalnih Hitova,2012.0,,,,,,,,,,,,,,,,,,,,,,,2012.0-100 Originalnih Hitova,2012.0-100 Originalnih Hitova
