Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Album_year_discogs,Music By_discogs,Lyrics By_discogs,Vocals_discogs,Saxophone_discogs,Written-By_discogs,Arranged By_discogs,Producer_discogs,Adapted By_discogs,Voice_discogs,Narrator_discogs,Featuring_discogs,Songwriter_discogs,Goblet Drum_discogs,Vocals [Duet]_discogs,Trumpet_discogs,Trombone_discogs,Lead Vocals_discogs,Guest_discogs,Guitar_discogs,Album_year_title_discogs,All_albums_discogs
Crvena Jabuka,Crvena Jabuka,Znaš Da Nekad,,100 Originalnih Hitova,,Igor Ivanović (2),Igor Ivanović (2),,,,Igor Ivanović (2),,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Sve što Imaš Ti,,100 Originalnih Hitova,,Zlatko Arslanagić,Zlatko Arslanagić,,,,Zlatko Arslanagić,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,CD 5,,100 Originalnih Hitova,,,,,,,,,,,,,,,,,,,,,nan-100 Originalnih Hitova,nan-100 Originalnih Hitova
Crvena Jabuka,Crvena Jabuka,Dolly Bell,4:28,Greatest Hits Collection,2016.0,,,,,,,,,,,,,,,,,,,,2016.0-Greatest Hits Collection,2016.0-Greatest Hits Collection/2016.0-Dolly Bell/nan-Crvena Jabuka 2016/nan-- Christmas Limited Edition -
Crvena Jabuka,Crvena Jabuka,Stvoreni Za Tugu,3:17,Greatest Hits Collection,2016.0,,,,,,,,,,,,,,,,,,,,2016.0-Greatest Hits Collection,2016.0-Greatest Hits Collection/nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,CD A,,Crvena Jabuka 2016,,,,,,,,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Istu Rijeku Gazim Nogom,4:29,Crvena Jabuka 2016,,,,,,Asmir Spahić,Dražen Žerić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Znaš Da Godine Bole,3:17,Crvena Jabuka 2016,,,,,,Domagoj Šimek,Dražen Žerić,,,,,,,,,,,,,Emir Hot,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Berba Čaja Na Šri Lanki,4:40,Crvena Jabuka 2016,,,,,,Asmir Spahić,Dražen Žerić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Mliječni Put,5:26,Crvena Jabuka 2016,,,,,,Zlatan Fazlić,Dražen Žerić,,,,,,,,,,,,,Emir Hot,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Nema Dana Nema Noći,3:47,Crvena Jabuka 2016,,Branimir Mihaljević,Antonija Šola,,,,Branimir Mihaljević,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Minka,3:40,Crvena Jabuka 2016,,,,,,Mirko Šenkovski,Samir Kadirić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Ode Žera U Mornare,4:32,Crvena Jabuka 2016,,,,,,Zlatan Fazlić,Dražen Žerić,,,,,Klapa Puntamika,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Nostalgija,3:48,Crvena Jabuka 2016,,,,,,Zlatan Fazlić,,,,,,Zlatan Fazlić,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Zaboli Me Opet,3:29,Crvena Jabuka 2016,,,,,,Domagoj Šimek,Dražen Žerić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Svi Smo Negdje Tu,4:06,Crvena Jabuka 2016,,,,,,Domagoj Šimek,Dražen Žerić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,CD B,,Crvena Jabuka 2016,,,,,,,,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Dok Sam Živ,3:45,Crvena Jabuka 2016,,Branimir Mihaljević,Nenad Ninčević,,,,Branimir Mihaljević,,,,,,,,,,,,,Emir Hot,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Mala Moja Dalmatinko,3:25,Crvena Jabuka 2016,,Zlatan Fazlić,,,,,Zlatan Fazlić,,,,,Klapa Puntamika,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Kad Mi Žicu Pogodiš,3:09,Crvena Jabuka 2016,,,,,,Dragomir Herendić,,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Pssst,3:32,Crvena Jabuka 2016,,Zlatan Fazlić,,,,,Dražen Žerić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Da Te Mogu Sada Vratiti,4:03,Crvena Jabuka 2016,,,,,,Darko Bakić,Igor Ivanović (2),,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Koliko Sam Te Volio,3:09,Crvena Jabuka 2016,,,,,,Domagoj Šimek,Dražen Žerić,,,,,,,,,,,,,Emir Hot,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Reci Mi (Toplinom Srca),3:41,Crvena Jabuka 2016,,,,,,Valentin Veljko Škorvaga,Dragomir Herendić,,,,,Klapa Puntamika,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Male Ptice,3:40,Crvena Jabuka 2016,,,,,,Domagoj Šimek,Dražen Žerić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Voljena,3:20,Crvena Jabuka 2016,,,,,,Darko Šutić,Miroslav Stolica,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Vedro Jutro,3:40,Crvena Jabuka 2016,,,,,,Zlatan Fazlić,Zlatan Fazlić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Jedino Tuga Mi Preostaje,3:41,Crvena Jabuka 2016,,,,,,Domagoj Šimek,Dražen Žerić,,,,,,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Men' Se Čini,4:00,Crvena Jabuka 2016,,,,,,Mirko Šenkovski,Samir Kadirić,,,,,Halid Bešlić,,,,,,,,,nan-Crvena Jabuka 2016,nan-Crvena Jabuka 2016
Crvena Jabuka,Crvena Jabuka,Stvoreni Za Tugu (New Version),3:49,- Christmas Limited Edition -,,,,,,,,,,,,,,,,,,,,,nan-- Christmas Limited Edition -,nan-- Christmas Limited Edition -
Crvena Jabuka,Crvena Jabuka,Čuj To,3:43,Čuj To,2018.0,,,,,,,,,,,,,,,,,,,,2018.0-Čuj To,2018.0-Čuj To/nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Berlin,4:32,Berlin,2018.0,,,,,,,,,,,,,,,,,,,,2018.0-Berlin,2018.0-Berlin/nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Nocturno (Acoustic),5:32,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Grade Moj,3:54,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno/nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Nafaka,3:55,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Cvijet S Bistrika,3:38,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno/nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Meni Više Ništa Ne Treba,3:50,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Još Ljubav Postoji,3:42,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Godine,3:57,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Wilsonovo,3:34,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Pjesma O Tebi,3:52,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Bulevar Kaldrma,3:59,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno/2021.0-Bulevar Kaldrma
Crvena Jabuka,Crvena Jabuka,Pijane Noći,3:45,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Za Jedan Zagrljaj,3:44,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno/2020.0-Za Jedan Zagrljaj
Crvena Jabuka,Crvena Jabuka,Kao Nas Dvoje,4:03,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Nocturno (Electric),5:20,Nocturno,,,,,,,,,,,,,,,,,,,,,nan-Nocturno,nan-Nocturno
Crvena Jabuka,Crvena Jabuka,Aleje Ljubavi,3:51,Aleje Ljubavi,2020.0,,,,,,,,,,,,,,,,,,,,2020.0-Aleje Ljubavi,2020.0-Aleje Ljubavi/nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Rano Moja,4:30,Rano Moja / Kad S' Tobom Nema Me,2020.0,,,,,,,,,,,,,,,,,,,,2020.0-Rano Moja / Kad S' Tobom Nema Me,2020.0-Rano Moja / Kad S' Tobom Nema Me/nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Kad S' Tobom Nema Me,3:33,Rano Moja / Kad S' Tobom Nema Me,2020.0,,,,,,,,,,,,,,,,,,,,2020.0-Rano Moja / Kad S' Tobom Nema Me,2020.0-Rano Moja / Kad S' Tobom Nema Me
Crvena Jabuka,Crvena Jabuka,Tvrđava,3:47,Tvrđava,2020.0,,,,,,,,,,,Josip Pejaković,,,,,,,,,2020.0-Tvrđava,2020.0-Tvrđava/nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Gloria,4:12,Tvrđava,,,,,,,,,,,,Bojan Žerić,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Miris Bosne U Sitne Sate,3:27,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Ostat Ću Te Željan,3:14,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Radio Ljubav,4:05,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Nebesko Platno,4:43,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Priznajem,3:40,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Krugovi U Žitu,3:55,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Ljeto,4:03,Tvrđava,,,,,,,,,,,,Rijad Gvozden,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Duboko U Bosni,3:28,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Moj Brate,4:47,Tvrđava,,,,,,,,,,,,Josip Pejaković,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Šta Kad Poljubaca Nema,3:56,Tvrđava,,,,,,,,,,,,Alen Hrbinić,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Maturska,4:03,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Ajna,4:32,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Bonus Track,,Tvrđava,,,,,,,,,,,,,,,,,,,,,nan-Tvrđava,nan-Tvrđava
Crvena Jabuka,Crvena Jabuka,Sarajevski Lijepi Dani,5:11,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Male Stvari,2:59,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Park Kafana,3:45,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Dok Miljacka Protiče,3:42,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Krkanikus Balkanikus,3:09,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Ja Još Dišem,4:30,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Kad S Tobom Nema Me,3:33,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Zapis O Zemlji,3:25,Sarajevo 1985.-2020.,,,,,,,,,,,,,,,,,,,,,nan-Sarajevo 1985.-2020.,nan-Sarajevo 1985.-2020.
Crvena Jabuka,Crvena Jabuka,Pocetak,,Jugoton Express,0.0,,,,,,,,,,,,,,,,,,,,0.0-Jugoton Express,0.0-Jugoton Express/0.0-Jugoton Express
Crvena Jabuka,Crvena Jabuka,Nastavak,,Jugoton Express,0.0,,,,,,,,,,,,,,,,,,,,0.0-Jugoton Express,0.0-Jugoton Express/0.0-Jugoton Express
