Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Album_title_discogs,Written-By_discogs,Album_year_discogs,Arranged By_discogs,Lyrics By_discogs,Music By_discogs,Conductor_discogs,Engineer_discogs,Orchestra_discogs,Backing Vocals_discogs,Featuring_discogs,Performer_discogs,Vocals_discogs,Bass Guitar_discogs,Drum Programming_discogs,Guitar_discogs,Keyboards_discogs,Vocals [Duet]_discogs,Featuring [Uncredited]_discogs,Directed By_discogs,Featuring [Piano]_discogs,Cello_discogs,Accordion_discogs,Acoustic Guitar_discogs,Percussion_discogs,Lead Guitar_discogs,Electric Guitar_discogs,Drums_discogs,Flugelhorn_discogs,Mandolin_discogs,Saxophone_discogs,Harmonica_discogs,Choir_discogs,Piano_discogs,Electric Guitar [Solo]_discogs,Album_year_title_discogs,All_albums_discogs
Oliver Dragojević,Oliver Dragojević,"Lipa Moja,Ča Si Blida",3:36,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1
Oliver Dragojević,Oliver Dragojević,Uvik Žaj Mi Bi’će,3:19,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1
Oliver Dragojević,Oliver Dragojević,Piva Klapa Ispo’ Volta,3:38,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1/2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Za Sva Vremena,,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1
Oliver Dragojević,Oliver Dragojević,Oliver,,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1
Oliver Dragojević,Oliver Dragojević,"Vrati Nam Se, Mama",3:46,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,"Hvala, Dušo Moja",4:04,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1/2013.0-100 Originalnih Pjesama/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Čet’ri Stađuna,4:01,Oliver 1,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 1,2006.0-Oliver 1
Oliver Dragojević,Oliver Dragojević,CD 1 Neka Nova Svitanja,,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,CD 2 Vrime,,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,Spli’ski Đir,4:39,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,CD 3 Duša Mi Je More,,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,Za Život Me Vežeš Samo Ti,5:13,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2/2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,"CD 4 Dvi, Tri Riči",,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,CD 5 Trag U Beskraju,,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,CD 6 Vjeruj U Ljubav,,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,Ditelina S Čet’ri Lista,3:34,Oliver 2,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0-Oliver 2,2006.0-Oliver 2
Oliver Dragojević,Oliver Dragojević,Samo Jednom Se Ljubi,,Samo Jednom Se Ljubi,,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0-Samo Jednom Se Ljubi,2007.0-Samo Jednom Se Ljubi/2012.0-Najbolje/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Galeb,,Kozmički Dalmatinac (Antologija 1975. - 2005.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kozmički Dalmatinac (Antologija 1975. - 2005.),nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)
Oliver Dragojević,Oliver Dragojević,Čet'ri Stađuna,4:03,Kozmički Dalmatinac (Antologija 1975. - 2005.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kozmički Dalmatinac (Antologija 1975. - 2005.),nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)
Oliver Dragojević,Oliver Dragojević,Svitanja,,Kozmički Dalmatinac (Antologija 1975. - 2005.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kozmički Dalmatinac (Antologija 1975. - 2005.),nan-Kozmički Dalmatinac (Antologija 1975. - 2005.)
Oliver Dragojević,Oliver Dragojević,Lipa Moja,4:52,Momenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Momenti,nan-Momenti
Oliver Dragojević,Oliver Dragojević,"Dokumentarni Film ""Momenti""",,Momenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Momenti,nan-Momenti
Oliver Dragojević,Oliver Dragojević,Što To Beše Ljubav,,Antologija 1975 - 2010,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Antologija 1975 - 2010,2010.0-Antologija 1975 - 2010
Oliver Dragojević,Oliver Dragojević,Dva Puta San Umra,,Antologija 1975 - 2010,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Antologija 1975 - 2010,2010.0-Antologija 1975 - 2010
Oliver Dragojević,Oliver Dragojević,Nedostaješ Mi Ti ,,Antologija 1975 - 2010,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Antologija 1975 - 2010,2010.0-Antologija 1975 - 2010
Oliver Dragojević,Oliver Dragojević,Najlipše Te Ljubi Onaj Što Te Gubi,3:32,Najljepše Ljubavne Pjesme,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0-Najljepše Ljubavne Pjesme,2010.0-Najljepše Ljubavne Pjesme
Oliver Dragojević,Oliver Dragojević,Kad Bi Samo Ljubit Znala,,Antologija 2 1975 - 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija 2 1975 - 2010,nan-Antologija 2 1975 - 2010
Oliver Dragojević,Oliver Dragojević,Piva Klapa Ispo Volta,,Antologija 2 1975 - 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija 2 1975 - 2010,nan-Antologija 2 1975 - 2010
Oliver Dragojević,Oliver Dragojević,Infiša San u Te,,Antologija 2 1975 - 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija 2 1975 - 2010,nan-Antologija 2 1975 - 2010
Oliver Dragojević,Oliver Dragojević,Moj Lipi Andjele,,Antologija 2 1975 - 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Antologija 2 1975 - 2010,nan-Antologija 2 1975 - 2010
Oliver Dragojević,Oliver Dragojević,Jubavi Mala,4:18,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu/2012.0-Najbolje/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Vrime Bez Vrimena,3:43,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Dao Bi Se Kladit,4:16,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Prije Sna,4:49,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu/2012.0-Najbolje/2014.0-USA & Canada Tour 2014/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Tristeca,4:37,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu/nan-Noć Nek' Tiho Svira
Oliver Dragojević,Oliver Dragojević,Sve Dok Mi Je Tu,4:54,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Moja Ljubav I Moj Križ,4:09,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Za Onu Viru,4:17,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Više Nismo Svoji,4:23,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Ne Postojim,4:19,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Vjerujem U Anđele,3:38,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Davno Izgubljena Rič,3:12,Samo Da Je Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Samo Da Je Tu,nan-Samo Da Je Tu
Oliver Dragojević,Oliver Dragojević,Galeb I Ja (Live),,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje
Oliver Dragojević,Oliver Dragojević,Skalinada (Live),,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje
Oliver Dragojević,Oliver Dragojević,Vjeruj U Ljubav (Live),,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje
Oliver Dragojević,Oliver Dragojević,Molitva Za Magdalenu (Live),,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje
Oliver Dragojević,Oliver Dragojević,Dišperadun (Live),,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje/nan-Kad Mi Dođeš Ti
Oliver Dragojević,Oliver Dragojević,Ništa Nova (Live),,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje
Oliver Dragojević,Oliver Dragojević,Oprosti Mi Pape (Live),,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje
Oliver Dragojević,Oliver Dragojević,Matere Dvi,,Najbolje,,2012.0,,,,,,,,,,,,,,,Tedi Spalato,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje/2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Dao Bi Se Kladit',,Najbolje,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0-Najbolje,2012.0-Najbolje/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Sreća Ja Tamo Gdje Si Ti,3:01,100 Originalnih Pjesama,,2013.0,,,,,,,,Zorica Kondža,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-100 Originalnih Pjesama,2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,Cer Od Stareg Kalafata,3:44,100 Originalnih Pjesama,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-100 Originalnih Pjesama,2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,Lisina,4:11,100 Originalnih Pjesama,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-100 Originalnih Pjesama,2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,Jeska Od Jubavi,4:02,100 Originalnih Pjesama,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-100 Originalnih Pjesama,2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,Kad Mi Dođes Ti,3:56,100 Originalnih Pjesama,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-100 Originalnih Pjesama,2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,"Lipa Moja, Ća Si Blida",3:37,100 Originalnih Pjesama,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-100 Originalnih Pjesama,2013.0-100 Originalnih Pjesama
Oliver Dragojević,Oliver Dragojević,U Mom Zagrljaju,4:09,U Mom Zagrljaju (Eric Destler Summer Chill RMX),,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-U Mom Zagrljaju (Eric Destler Summer Chill RMX),2013.0-U Mom Zagrljaju (Eric Destler Summer Chill RMX)/nan-Tišina Mora/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,U Mom Zagrljaju (Summer Chill Radio Edit),4:35,U Mom Zagrljaju (Eric Destler Summer Chill RMX),,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-U Mom Zagrljaju (Eric Destler Summer Chill RMX),2013.0-U Mom Zagrljaju (Eric Destler Summer Chill RMX)
Oliver Dragojević,Oliver Dragojević,U Mom Zagrljaju (Summer Chill),6:17,U Mom Zagrljaju (Eric Destler Summer Chill RMX),,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0-U Mom Zagrljaju (Eric Destler Summer Chill RMX),2013.0-U Mom Zagrljaju (Eric Destler Summer Chill RMX)
Oliver Dragojević,Oliver Dragojević,Moje Lipo,3:37,Tišina Mora,,,,Dado Pastuović,Dado Pastuović,,,,Martina Majerle,,,,,,,Elvis Stanić,,,,,,Elvis Stanić,Elvis Stanić,Dado Pastuović,,,,,,,,,,,nan-Tišina Mora,nan-Tišina Mora/2014.0-USA & Canada Tour 2014/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Jel' Mi Suđeno,3:21,Tišina Mora,,,,Jakša Fiamengo,Tedi Spalato,,,,Martina Majerle,,,,Elvis Stanić,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,Elvis Stanić,Elvis Stanić,,,,,,,,,nan-Tišina Mora,nan-Tišina Mora
Oliver Dragojević,Oliver Dragojević,Konfidenca,4:35,Tišina Mora,,,,Olja Savičević,Tedi Spalato,,,,,,,,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,Elvis Stanić,Elvis Stanić,Branimir Gazdik,Branko Sterpin,Elvis Stanić,,,,,,nan-Tišina Mora,nan-Tišina Mora/2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Do Kraja Vrimena,3:44,Tišina Mora,,,,Željko Pavičić,Branimir Mihaljević,,,,Martina Majerle,,,,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,,Elvis Stanić,,,,Dražen Bogdanović,,,,,nan-Tišina Mora,nan-Tišina Mora/2014.0-USA & Canada Tour 2014/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Pridaj Se,3:40,Tišina Mora,,,,Tedi Spalato,Tedi Spalato,,,,Elvis Stanić,,,,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,,Elvis Stanić,,,,,Elvis Stanić,,,,nan-Tišina Mora,nan-Tišina Mora
Oliver Dragojević,Oliver Dragojević,Zadnja Karta,5:15,Tišina Mora,,,,Jakša Fiamengo,Oliver Dragojević,,,,Elvis Stanić,,,,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,Elvis Stanić,Elvis Stanić,Branimir Gazdik,,Elvis Stanić,,,,,,nan-Tišina Mora,nan-Tišina Mora
Oliver Dragojević,Oliver Dragojević,Znan Joj Tilo,3:34,Tišina Mora,,,,Arne Politeo,Arne Politeo,,,,Martina Majerle,,,,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,,Elvis Stanić,Branimir Gazdik,,,,,,,,nan-Tišina Mora,nan-Tišina Mora
Oliver Dragojević,Oliver Dragojević,S Tobon Jubavi,4:09,Tišina Mora,,,,Arne Politeo,Arne Politeo,,,,,,,,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,,Elvis Stanić,Branimir Gazdik,,,Dražen Bogdanović,,"Zbor ""Izvor""",,,nan-Tišina Mora,nan-Tišina Mora/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Tišina Mora,4:36,Tišina Mora,,,,Jakša Fiamengo,Oliver Dragojević,,,,Martina Majerle,,,,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,,,,,,Dražen Bogdanović,,,Elvis Stanić,,nan-Tišina Mora,nan-Tišina Mora
Oliver Dragojević,Oliver Dragojević,Konfidenca - Unplugged,4:31,Tišina Mora,,,,Olja Savičević,Tedi Spalato,,,,,,,Oliver Dragojević,,,,Elvis Stanić,,,,,,,Elvis Stanić,Elvis Stanić,Elvis Stanić,,,Branko Sterpin,,,,,,,nan-Tišina Mora,nan-Tišina Mora
Oliver Dragojević,Oliver Dragojević,Kad Mi Dodes Ti,4:30,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Moj Lipi Andele,4:16,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Klidc Zivota,3:16,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Disperadun,4:55,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Sto To Bjese Ljubav,2:59,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Nista Nova,4:30,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Ako Volis Me,3:57,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Sa Dva Zrna Laznog Srebra,4:27,USA & Canada Tour 2014,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0-USA & Canada Tour 2014,2014.0-USA & Canada Tour 2014
Oliver Dragojević,Oliver Dragojević,Sreća,5:43,Sreća,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Sreća,2016.0-Sreća/nan-Familija
Oliver Dragojević,Oliver Dragojević,Ljubavna Pjesma (P) 1975,,Original Album Collection - Vol. 1,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 1,2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Malinkonija (P) 1977,,Original Album Collection - Vol. 1,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 1,2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Poeta (P) 1978,,Original Album Collection - Vol. 1,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 1,2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Vjeruj U Ljubav (P) 1979,,Original Album Collection - Vol. 1,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 1,2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,"Jubavi, Jubavi (P) 1981",,Original Album Collection - Vol. 1,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 1,2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Uvik Žaj Mi Bi’ Će,3:19,Original Album Collection - Vol. 1,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 1,2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Evo Mene Među Moje (P) 1984,,Original Album Collection - Vol. 1,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 1,2016.0-Original Album Collection - Vol. 1
Oliver Dragojević,Oliver Dragojević,Oliver (P) 1987,,Original Album Collection - Vol. 2,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 2,2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Neka Nova Svitanja (P) 1994,,Original Album Collection - Vol. 2,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 2,2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,’Ajde Idi Svojim Putem,6:07,Original Album Collection - Vol. 2,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 2,2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Vrime (P) 1995,,Original Album Collection - Vol. 2,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 2,2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Duša Mi Je More (P) 1997,,Original Album Collection - Vol. 2,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 2,2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,"Dvi, Tri Riči (P) 2000",,Original Album Collection - Vol. 2,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 2,2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,Trag U Beskraju (P) 2002,,Original Album Collection - Vol. 2,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0-Original Album Collection - Vol. 2,2016.0-Original Album Collection - Vol. 2
Oliver Dragojević,Oliver Dragojević,"Onako, Od Oka",5:32,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Stevens,nan-Familija,nan-Familija
Oliver Dragojević,Oliver Dragojević,Kad Sam Nasamo S Njom,4:47,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Serrano (2),,,,nan-Familija,nan-Familija
Oliver Dragojević,Oliver Dragojević,Bella Figura Intro,0:36,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Oliver Dragojević,Oliver Dragojević,"Bella Figura, Bella Pitura",5:17,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlatko Stefanovski,nan-Familija,nan-Familija
Oliver Dragojević,Oliver Dragojević,Gdje To Piše?,3:39,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija/2018.0-Do Kraja Vrimena
Oliver Dragojević,Oliver Dragojević,Udica,4:41,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Oliver Dragojević,Oliver Dragojević,Moja Si Kuća,4:55,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Oliver Dragojević,Oliver Dragojević,Za Tvoje Dobro,5:07,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Serrano (2),,,,nan-Familija,nan-Familija/2018.0-Do Kraja Vrimena/2018.0-Za Tvoje Dobro
Oliver Dragojević,Oliver Dragojević,Nisi Više Moja Bol,5:15,Familija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Familija,nan-Familija
Oliver Dragojević,Oliver Dragojević,Ima Mora,3:36,Ima Mora,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Ima Mora,2017.0-Ima Mora
Oliver Dragojević,Oliver Dragojević,Ako Voliš Ovu Ženu,4:03,Dueti,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Dueti,2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Samo Navika,4:09,Dueti,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Dueti,2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Istog Smo Roda,4:02,Dueti,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Dueti,2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Ti Si Moj San,3:53,Dueti,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Dueti,2017.0-Dueti
Oliver Dragojević,Oliver Dragojević,Baš Kao Ti I Ja,4:49,Dueti,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0-Dueti,2017.0-Dueti
